Naam,SRT_OBJECT,cell_area,area_m2,area_prop,BH_DOELST
Schassenhof,bloemenstrook,1844757.9665750526,3355.366482479498,0.0018188654247738613,perceelsrandenbeheer (PR)
Hamelbos,erosiestrook,2127717.8183938153,24305.42455208185,0.011423236832424367,erosiebestrijding (ER)
Babelomstraat,fauna akkerland,395540.7475597388,15001.37868790736,0.03792625356668643,soortenbescherming (SB)
Babelomstraat,bloemenstrook,395540.7475597388,2489.1319656273117,0.00629298493513965,perceelsrandenbeheer (PR)
Weterbeek - Galgenberg,erosiestrook,1996361.4942242084,1007.5673620114103,5.04701861324446e-4,erosiebestrijding (ER)
Keienberg,fauna akkerland,9219645.54829902,507182.3795078316,0.05501104970368457,soortenbescherming (SB)
Drie Grachten - Drie Tommen,erosiedam,5691213.733687604,173.22073959227328,3.0436519817721807e-5,erosiebestrijding (ER)
Steenberg,erosiestrook,825158.7580013955,1925.8236844467465,0.0023338826204926367,erosiebestrijding (ER)
Hongersberg,erosiestrook,788747.2556176409,340.8795462967828,4.3217842454469364e-4,erosiebestrijding (ER)
Den Dop - De Steenaerd,haag,8236310.029907966,2727.093111067854,3.311061751154512e-4,beheer KLE's (KLE)
Den Dop - De Steenaerd,erosiestrook,8236310.029907966,58392.971387639234,0.007089700506124795,erosiebestrijding (ER)
Patrijzenkuil,bufferstrook fauna,2471841.531345984,764.7173524638638,3.0937151219700347e-4,perceelsrandenbeheer (PR)
Hersekuilen,fauna vogelakker,6156926.142370482,70460.88471021596,0.011444165981677308,soortenbescherming (SB)
Galgenberg,erosiestrook,2930353.1593670957,1332.6614729819776,4.5477845177876406e-4,erosiebestrijding (ER)
Walsberg - Orsmaal,bloemenstrook,4223128.88049881,6461.380232252181,0.001529998353137876,perceelsrandenbeheer (PR)
Walsberg - Orsmaal,erosiestrook fauna,4223128.88049881,4327.704079250689,0.0010247624928603949,erosiebestrijding (ER)
Polders van Assenede,fauna akkerland,11983954.195170172,289318.3828825056,0.024142146921681994,soortenbescherming (SB)
Kobbegem - Hamme,haag,3923582.7493577767,130.5267474223076,3.326723450491075e-5,beheer KLE's (KLE)
Vijfwegen,erosiestrook,2596864.9719074303,18557.039192032888,0.007145939196985859,erosiebestrijding (ER)
Schrei,erosiestrook fauna,2489503.364275695,22230.064964030462,0.008929517944434737,erosiebestrijding (ER)
Groenendaal Veld - Grootveld,bufferstrook fauna,3755619.2772901673,12660.194352799452,0.0033710004710419687,perceelsrandenbeheer (PR)
Groenendaal Veld - Grootveld,erosiestrook,3755619.2772901673,4325.975135519926,0.0011518673262965286,erosiebestrijding (ER)
Tisselt - Zemst-Laar,botanisch weiland,17240145.074342526,29974.153107199352,0.0017386253409089976,botanisch beheer (BB)
Boeshoven - Jesseren,erosiestrook fauna,6700211.170188539,18524.211208156863,0.0027647205047174068,erosiebestrijding (ER)
Boeshoven - Jesseren,haag,6700211.170188539,2050.13884467431,3.0598122844188215e-4,beheer KLE's (KLE)
Boeshoven - Jesseren,faunastrook,6700211.170188539,32408.855244974955,0.004836990121919246,soortenbescherming (SB)
Boeshoven - Jesseren,fauna akkerland,6700211.170188539,29506.67141387728,0.004403842008019426,soortenbescherming (SB)
Mannekenshaag,heg,1241591.8966185097,184.59515298210135,1.4867619020778766e-4,beheer KLE's (KLE)
Pijpe,fauna akkerland,5943715.86287943,63652.4768024809,0.010709205869010786,soortenbescherming (SB)
Pijpe,bufferstrook,5943715.86287943,5904.272007299092,9.933637716724182e-4,perceelsrandenbeheer (PR)
Pijpe,faunastrook,5943715.86287943,2629.2272778491024,4.4235413308861885e-4,soortenbescherming (SB)
Tienbunder - Blokkenberg - Ijzerveld,kaphaag,4119590.8621957633,696.9331963231161,1.691753428037383e-4,beheer KLE's (KLE)
Tienbunder - Blokkenberg - Ijzerveld,erosiestrook fauna,4119590.8621957633,21918.41493143665,0.005320531981118635,erosiebestrijding (ER)
Langveld,erosiestrook fauna,1633139.664066982,3652.6520670359023,0.002236582790439221,erosiebestrijding (ER)
Langveld,faunastrook,1633139.664066982,69027.45209826596,0.042266717058581496,soortenbescherming (SB)
Langveld,fauna akkerland,1633139.664066982,65796.51770756749,0.04028835938239076,soortenbescherming (SB)
Sint-Katarina-Houtem,erosiestrook,7929250.569386944,64008.82805466617,0.008072494051555123,erosiebestrijding (ER)
Sint-Katarina-Houtem,erosiestrook fauna,7929250.569386944,20963.8669032677,0.0026438648545430614,erosiebestrijding (ER)
Kempenberg,heg,8734732.288896233,1639.0954267557931,1.8765262317649325e-4,beheer KLE's (KLE)
Bortombe,erosiestrook fauna,2280102.2741756295,9819.17607097514,0.004306462996062429,erosiebestrijding (ER)
Attenhoven,houtkant,7563527.665283035,663.4595622313482,8.771827004436837e-5,beheer KLE's (KLE)
Attenhoven,erosiestrook fauna,7563527.665283035,10608.453433973045,0.0014025801059294554,erosiebestrijding (ER)
Kruisboomveld,fauna akkerland,1686651.4743609615,118825.53117656753,0.07045055423888812,soortenbescherming (SB)
Kruisboomveld,heg,1686651.4743609615,480.76006231310816,2.8503817749025984e-4,beheer KLE's (KLE)
Grote Hamberg,erosiestrook fauna,2154109.183981117,14434.994399149204,0.006701143334095614,erosiebestrijding (ER)
Capilaeneberg,fauna akkerland,879340.1350166695,34302.156675413076,0.039008974240397676,soortenbescherming (SB)
Capilaeneberg,faunastrook,879340.1350166695,34660.3397807111,0.039416305932691284,soortenbescherming (SB)
Gulden Delle,fauna akkerland,805692.883412376,18808.423517801202,0.023344408154806214,soortenbescherming (SB)
Caremberg - Audenaeken Veld,faunastrook,3115541.303069968,14870.101057705455,0.004772878806983836,soortenbescherming (SB)
Kester,haag,3662768.8859192315,544.8366783637694,1.4874994719385188e-4,beheer KLE's (KLE)
Kester,erosiestrook,3662768.8859192315,12131.197406255622,0.0033120291735827334,erosiebestrijding (ER)
Pijpe,bufferstrook fauna,5943715.86287943,2743.515216824657,4.6158249824135474e-4,perceelsrandenbeheer (PR)
Rumpsdorpveld,faunastrook,228911.26990324073,23304.24265037477,0.10180469777755075,soortenbescherming (SB)
Kempenberg,erosiestrook,8734732.288896233,24452.38308878032,0.0027994427625291597,erosiebestrijding (ER)
Galmaarden - Waarbeke,faunastrook,14066312.505737312,53283.60602422511,0.0037880294499707725,soortenbescherming (SB)
Wievelhoven Veld,heg,723432.3693470298,2241.3433763893677,0.0030982072013343897,beheer KLE's (KLE)
Wievelhoven Veld,erosiestrook fauna,723432.3693470298,1584.8255156371742,0.002190703074383633,erosiebestrijding (ER)
Kaleshoek,haag,4889048.814875915,149.9058921673477,3.0661565847170284e-5,beheer KLE's (KLE)
Puit - Manhove,fauna akkerland,5094603.382597831,28051.42629690229,0.005506106008707268,soortenbescherming (SB)
Bree-eik - Kruiskouter,faunastrook,4801493.709469605,78748.79418419294,0.016400895002503687,soortenbescherming (SB)
Armenberg,fauna akkerland,3978511.693221081,136015.45422501536,0.034187521543990886,soortenbescherming (SB)
Grote,bufferstrook fauna,466388.5694862474,736.6735399291356,0.0015795274329742299,perceelsrandenbeheer (PR)
Tiens veld - Vloet Graegt,fauna akkerland,1230197.763437447,22482.908776660275,0.01827584917228106,soortenbescherming (SB)
Waaienberg,fauna akkerland,6590482.135085799,28896.41886565904,0.004384568271845084,soortenbescherming (SB)
Tombeveld,haag,1513290.1462587565,126.16506187207779,8.337136284405893e-5,beheer KLE's (KLE)
Tombeveld,bufferstrook fauna,1513290.1462587565,3866.9127501358744,0.0025553016119849057,perceelsrandenbeheer (PR)
Edelare - Boignenberg,erosiestrook fauna,3685647.9358000187,536.1257040044293,1.4546308094076166e-4,erosiebestrijding (ER)
Vijfwegen,botanisch weiland,2596864.9719074303,6097.693544078618,0.0023480980374577525,botanisch beheer (BB)
Drie Grachten - Drie Tommen,erosiestrook,5691213.733687604,10078.090449735779,0.0017708156680325046,erosiebestrijding (ER)
Kranenberg,bufferstrook fauna,647795.791286204,298.49433841905557,4.6078462137951305e-4,perceelsrandenbeheer (PR)
Horpmaal,fauna vogelakker,9212175.928612612,25184.545583583917,0.0027338324602944053,soortenbescherming (SB)
Hongersberg,haag,788747.2556176409,77.71524438116467,9.852997120136859e-5,beheer KLE's (KLE)
Vijfwegen,faunastrook,2596864.9719074303,124288.04205356317,0.0478608026979054,soortenbescherming (SB)
Tisselt - Zemst-Laar,heg,17240145.074342526,164.9243446417695,9.566296799161887e-6,beheer KLE's (KLE)
Tisselt - Zemst-Laar,faunastrook,17240145.074342526,64330.86734485172,0.0037314574249489056,soortenbescherming (SB)
Wimpelse Heide,haag,2309361.268722946,224.36424919302294,9.715424443620905e-5,beheer KLE's (KLE)
Spreet,bufferstrook fauna,5420617.069772044,2649.7865361746417,4.888348507315006e-4,perceelsrandenbeheer (PR)
Spreet,bloemenstrook,5420617.069772044,2546.5457588587888,4.697889052262236e-4,perceelsrandenbeheer (PR)
Mannekenshaag,bloemenstrook,1241591.8966185097,11461.71428052662,0.009231466725695242,perceelsrandenbeheer (PR)
Petanenbos,erosiestrook,1740491.998939191,1148.3095501102507,6.597614644652958e-4,erosiebestrijding (ER)
Petanenbos,bloemenstrook,1740491.998939191,10901.931973463854,0.006263707032326751,perceelsrandenbeheer (PR)
Kempenberg,fauna akkerland,8734732.288896233,247821.628100588,0.028371977515054905,soortenbescherming (SB)
Kruisboomveld,erosiestrook fauna,1686651.4743609615,16348.209699048186,0.009692701751108477,erosiebestrijding (ER)
Capilaeneberg,erosiestrook fauna,879340.1350166695,786.6741701238789,8.946187473962689e-4,erosiebestrijding (ER)
Gulden Delle,erosiestrook fauna,805692.883412376,502.8475581072271,6.241181577495152e-4,erosiebestrijding (ER)
Caremberg - Audenaeken Veld,bloemenstrook,3115541.303069968,1699.223025268875,5.454021821487354e-4,perceelsrandenbeheer (PR)
Oetingen,knotbomenrij,6065200.717343942,261.65137011045954,4.313977101569711e-5,beheer KLE's (KLE)
Oetingen,bloemenstrook,6065200.717343942,1245.478046897566,2.0534819949750692e-4,perceelsrandenbeheer (PR)
Galmaarden - Waarbeke,erosiestrook fauna,14066312.505737312,5552.165683069383,3.947136593762429e-4,erosiebestrijding (ER)
Wievelhoven Veld,fauna akkerland,723432.3693470298,29942.014955368533,0.04138882392336716,soortenbescherming (SB)
Oetingen,faunastrook,6065200.717343942,18088.039660599316,0.0029822656336623904,soortenbescherming (SB)
Op het Berger Padje - Het Boschveld,fauna akkerland,2858165.542869256,35763.77389439823,0.012512842016315013,soortenbescherming (SB)
Houtem - Alveringem,fauna akkerland,24661998.024273746,93579.0216252802,0.003794462295113899,soortenbescherming (SB)
Blijdveld,bufferstrook,3829385.5528623015,1617.2992993323423,4.2233911341820374e-4,perceelsrandenbeheer (PR)
Plattetombe,faunastrook,5440653.531772487,220660.65517008977,0.040557748050205594,soortenbescherming (SB)
Cabon Veld,faunastrook,641534.399937124,43919.32015107083,0.0684598053594247,soortenbescherming (SB)
Groenendries,faunastrook,245789.44917975413,1052.131903667003,0.004280622732904794,soortenbescherming (SB)
Kobbegem - Hamme,fauna akkerland,3923582.7493577767,41447.83696374538,0.010563772860539179,soortenbescherming (SB)
Hulsberg,faunastrook,1318967.726946796,19192.370057516673,0.014551053574255382,soortenbescherming (SB)
Hulsberg,fauna akkerland,1318967.726946796,19965.614697566954,0.01513730343030017,soortenbescherming (SB)
Den Dop - De Steenaerd,fauna akkerland,8236310.029907966,144969.1992975587,0.017601231470299402,soortenbescherming (SB)
Tisselt - Zemst-Laar,bufferstrook fauna,17240145.074342526,27714.00254982778,0.0016075272238325225,perceelsrandenbeheer (PR)
Tisselt - Zemst-Laar,bloemenstrook,17240145.074342526,8216.704888939392,4.7660300151231445e-4,perceelsrandenbeheer (PR)
Strateneinde,bloemenstrook,2052762.0414291965,1528.6644689798122,7.446866407932547e-4,perceelsrandenbeheer (PR)
Boeshoven - Jesseren,erosiestrook,6700211.170188539,3942.7489625029266,5.884514476268336e-4,erosiebestrijding (ER)
Sint-Katarina-Houtem,faunastrook,7929250.569386944,103002.73900418237,0.012990223742184767,soortenbescherming (SB)
Sint-Katarina-Houtem,bufferstrook fauna,7929250.569386944,8502.483271839308,0.0010722934276620653,perceelsrandenbeheer (PR)
Kempenberg,haag,8734732.288896233,636.7240978428365,7.289566260115985e-5,beheer KLE's (KLE)
Bortombe,fauna akkerland,2280102.2741756295,86096.9326079367,0.03776011873812329,soortenbescherming (SB)
Oetingen,bufferstrook fauna,6065200.717343942,8749.590995373084,0.0014425888611324777,perceelsrandenbeheer (PR)
Galmaarden - Waarbeke,heg,14066312.505737312,1755.157382639876,1.247773630739392e-4,beheer KLE's (KLE)
Nijssem Veld,faunastrook,2766865.04850253,51725.33889580198,0.018694565144692015,soortenbescherming (SB)
Armenberg,bufferstrook fauna,3978511.693221081,5760.3257736436535,0.0014478594554487739,perceelsrandenbeheer (PR)
Elfbunders,erosiedam,4719332.241689935,60.608622247031235,1.2842626698672103e-5,erosiebestrijding (ER)
Blakenberg,houtkant,2422265.199781781,314.17020099693036,1.297009927010608e-4,beheer KLE's (KLE)
Schrei,houtkant,2489503.364275695,1360.934940207284,5.46669251279859e-4,beheer KLE's (KLE)
Strateneinde,faunastrook,2052762.0414291965,34512.52973046515,0.01681272794114824,soortenbescherming (SB)
Petanenbos,haag,1740491.998939191,47.09962327876019,2.706109726874174e-5,beheer KLE's (KLE)
Kruisboomveld,bloemenstrook,1686651.4743609615,10427.379196662456,0.006182296316204378,perceelsrandenbeheer (PR)
Caremberg - Audenaeken Veld,bufferstrook fauna,3115541.303069968,2343.221639864787,7.521073906341224e-4,perceelsrandenbeheer (PR)
Caremberg - Audenaeken Veld,fauna akkerland,3115541.303069968,64280.64994009587,0.020632257346983495,soortenbescherming (SB)
Oetingen,heg,6065200.717343942,240.58212490334427,3.96659791019578e-5,beheer KLE's (KLE)
Waarveld,erosiestrook fauna,530725.8026236147,3439.0007724479656,0.006479807002876907,erosiebestrijding (ER)
Blauwschuurveld,faunastrook,904080.2591269927,27187.576819014153,0.0300720832520636,soortenbescherming (SB)
Hamelbos,fauna akkerland,2127717.8183938153,34097.84750226699,0.016025549632331874,soortenbescherming (SB)
Drie Grachten - Drie Tommen,fauna vogelakker,5691213.733687604,97352.33594091755,0.017105724806057918,soortenbescherming (SB)
Nukerke,bloemenstrook,3722271.4369117282,7416.143763292581,0.001992370489091887,perceelsrandenbeheer (PR)
De Merkskens,fauna akkerland,2993655.108304881,57316.31314392714,0.01914593066680342,soortenbescherming (SB)
Smisveld - Remmelenveld,erosiestrook fauna,1910573.196240817,1349.7395594942354,7.064579164775995e-4,erosiebestrijding (ER)
Waaienberg,houtkant,6590482.135085799,2267.6267568995017,3.4407600391287314e-4,beheer KLE's (KLE)
Mannekenshaag,fauna akkerland,1241591.8966185097,25683.786904732973,0.02068617472027892,soortenbescherming (SB)
Armenberg,faunastrook,3978511.693221081,23720.762932398568,0.005962220237486288,soortenbescherming (SB)
