pointid	key	value	Naam	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Ol_1596.9	highway	unclassified	Oostelijke leemstreek	0.0365282005213764	3	1.3907243013382	1	1	50	eerste set	232674.999396339	166948.523669225
Ol_15989.4	waterway	stream	Oostelijke leemstreek	0	3	1.37175321578979	0	1	87	eerste set	219393.94651857	169039.913417886
Ol_16.1	highway	unclassified	Oostelijke leemstreek	0	3	1.41762733459473	0	1	127	eerste set	238853.803691103	170959.223618436
Ol_16003.1	waterway	stream	Oostelijke leemstreek	0	3	1.38710868358612	0	1	46	eerste set	214731.652625022	165880.650617425
Ol_16027.4	waterway	stream	Oostelijke leemstreek	0	3	1.35848307609558	0	1	20	eerste set	212934.259844745	157015.01022844
Ol_1609.10	highway	unclassified	Oostelijke leemstreek	0	3	1.42034924030304	0	1	100	eerste set	226258.730873472	161765.782413429
Ol_1620.4	highway	unclassified	Oostelijke leemstreek	0	3	1.44692313671112	0	1	91	eerste set	227729.122998045	170537.506519447
Ol_1624.19	highway	unclassified	Oostelijke leemstreek	0	3	1.49605941772461	0	1	279	reserve set	237143.671235082	165951.336954333
Ol_16240.2	highway	track	Oostelijke leemstreek	0	3	1.38910615444183	0	1	306	reserve set	215462.744369431	167264.619058245
Ol_1625.7	highway	unclassified	Oostelijke leemstreek	0	3	1.45561671257019	0	1	95	eerste set	236747.891806762	165287.812410792
Ol_1626.10	highway	unclassified	Oostelijke leemstreek	0	3	1.4840384721756	0	1	35	eerste set	238437.622739995	168390.159618359
Ol_16269.3	waterway	ditch	Oostelijke leemstreek	0.0110206703605045	3	1.40027451515198	0	1	207	reserve set	183672.264491551	163026.469826381
Ol_1628.4	highway	unclassified	Oostelijke leemstreek	0.0104918032213506	4	1.5628217458725	1	1	178	reserve set	219138.991550459	160686.798268397
Ol_16385.2	highway	unclassified	Oostelijke leemstreek	0	3	1.42091047763824	0	1	57	eerste set	183133.285467566	165397.07211886
Ol_16403.1	highway	cycleway	Oostelijke leemstreek	0	3	1.42887055873871	0	1	24	eerste set	230565.613132409	163003.497210834
Ol_1649.1	highway	unclassified	Oostelijke leemstreek	0	3	1.48297083377838	0	1	143	eerste set	223909.940176799	167640.577460072
Ol_16494.5	waterway	stream	Oostelijke leemstreek	0	3	1.44699442386627	0	1	79	eerste set	203188.652643814	167657.557848725
Ol_16672.4	highway	unclassified	Oostelijke leemstreek	0	4	1.55277299880981	1	1	68	eerste set	216169.054657397	158288.322333782
Ol_16690	highway	track	Oostelijke leemstreek	0.08257350339669	3	1.36575663089752	1	1	21	eerste set	180959.04900255	169982.152653371
Ol_16693	highway	path	Oostelijke leemstreek	0.0368028028667034	3	1.44406759738922	0	1	182	reserve set	184276.657775735	166698.052560266
Ol_16774.6	highway	track	Oostelijke leemstreek	0	3	1.46720051765442	0	1	225	reserve set	204314.180908501	166810.330449945
Ol_16840.5	waterway	stream	Oostelijke leemstreek	0	3	1.38881373405457	0	1	117	eerste set	224099.609967419	170335.634245373
Ol_16844	highway	footway	Oostelijke leemstreek	0	3	1.3777459859848	0	1	249	reserve set	223933.625977256	169741.377438145
Ol_1686.1	highway	unclassified	Oostelijke leemstreek	0	3	1.36954545974731	0	1	3	eerste set	239285.049362497	170630.194267448
Ol_1703.12	highway	unclassified	Oostelijke leemstreek	0	4	1.51441860198975	1	1	126	reserve set	233100.104648833	167594.427132072
Ol_1703.3	highway	unclassified	Oostelijke leemstreek	0.0358223489973753	3	1.44249153137207	1	1	30	eerste set	232702.22063669	167403.965540161
Ol_1703.40	highway	unclassified	Oostelijke leemstreek	0.0060947008353788	3	1.47700798511505	1	1	4	eerste set	234439.940463872	167987.31760762
Ol_17347.1	highway	tertiary	Oostelijke leemstreek	0.0030257794066908	3	1.36938035488129	0	1	103	eerste set	196372.729718792	164413.076280953
Ol_1735.6	highway	unclassified	Oostelijke leemstreek	0.0251044402864179	4	1.51808500289917	1	1	196	reserve set	205273.956523697	165150.56205002
Ol_1739.3	highway	unclassified	Oostelijke leemstreek	0	3	1.43122935295105	0	1	265	reserve set	224649.714941575	167994.218750854
Ol_17525.1	highway	track	Oostelijke leemstreek	0	3	1.41221487522125	1	1	55	eerste set	218999.554010707	162187.518792288
Ol_17628.3	waterway	ditch	Oostelijke leemstreek	0	4	1.53333723545074	0	1	35	reserve set	228114.843943227	161123.301387707
Ol_1765.9	highway	unclassified	Oostelijke leemstreek	0.0482611039466574	3	1.50686466693878	1	1	81	reserve set	197837.797954486	167367.211633069
Ol_17802.9	waterway	stream	Oostelijke leemstreek	0	3	1.43384110927582	0	1	108	eerste set	227037.940118516	161388.124654992
Ol_17847.5	highway	track	Oostelijke leemstreek	0.108160733688782	3	1.48785185813904	1	1	49	eerste set	228742.160738826	158593.87437582
Ol_17859	waterway	stream	Oostelijke leemstreek	0	3	1.37365782260895	0	1	162	reserve set	227986.044295368	161895.490053799
Ol_17861.6	waterway	stream	Oostelijke leemstreek	0	3	1.46938848495483	0	1	110	eerste set	227410.500313019	161468.874337068
Ol_17983.1.7	waterway	stream	Oostelijke leemstreek	0	3	1.41318166255951	0	1	243	reserve set	222938.10651666	167006.960911152
Ol_17999.10	highway	track	Oostelijke leemstreek	0.00534580674720395	3	1.42361962795258	1	1	16	eerste set	232994.395902537	166648.587478096
Ol_1803.9	highway	track	Oostelijke leemstreek	0	3	1.35520124435425	0	1	159	reserve set	200397.378221506	167444.344244913
Ol_18064.5	highway	track	Oostelijke leemstreek	0	3	1.47215008735657	1	1	11	eerste set	225506.552912038	163126.80453607
Ol_18070.4	highway	track	Oostelijke leemstreek	0	3	1.4034161567688	0	1	300	reserve set	230531.701502462	165727.625425709
Ol_18097.6	highway	cycleway	Oostelijke leemstreek	0	3	1.47463345527649	0	1	84	eerste set	228434.55133406	165538.084412703
Ol_18099.2	highway	unclassified	Oostelijke leemstreek	0.00669564249909448	4	1.56189703941345	1	1	186	reserve set	236129.98485385	166671.708978333
Ol_18105.4	highway	unclassified	Oostelijke leemstreek	0	4	1.56818950176239	1	1	132	reserve set	240547.612316996	167154.022677555
Ol_18110.1	highway	track	Oostelijke leemstreek	0	3	1.40942168235779	1	1	44	eerste set	220559.147265276	165555.49569234
Ol_18140.4	highway	unclassified	Oostelijke leemstreek	0.00140283243777549	4	1.53764843940735	1	1	2	eerste set	237566.651135884	170694.745296361
Ol_18277.5	highway	unclassified	Oostelijke leemstreek	0.00409458972690126	4	1.51222884654999	1	1	57	eerste set	237527.535650348	168462.862951797
Ol_18283.20	highway	unclassified	Oostelijke leemstreek	0.00203234270475166	4	1.5552921295166	1	1	50	eerste set	235439.593179865	168568.304827884
Ol_18283.5	highway	unclassified	Oostelijke leemstreek	0.128365144973014	4	1.5157665014267	1	1	185	reserve set	234801.363568698	168166.354236504
Ol_1837.9	highway	track	Oostelijke leemstreek	0.300446022610884	4	1.54188191890717	0	1	16	eerste set	192212.24857861	167867.664344356
Ol_18690.1.4	highway	track	Oostelijke leemstreek	0	3	1.37129437923431	0	1	206	reserve set	219239.986303495	166768.152237817
Ol_1883.1	highway	path	Oostelijke leemstreek	0.00463649503168806	3	1.41869294643402	0	1	285	reserve set	196086.236244552	166707.953096189
Ol_1901.30	highway	unclassified	Oostelijke leemstreek	0	3	1.36192297935486	0	1	301	reserve set	178124.985214899	170129.100607499
Ol_1901.4	highway	unclassified	Oostelijke leemstreek	0	3	1.37859177589417	0	1	121	eerste set	179304.874154024	169658.414290719
Ol_1903.3	highway	track	Oostelijke leemstreek	0	3	1.50806355476379	0	1	89	eerste set	178497.357083672	170649.252240853
Ol_1904.6	highway	track	Oostelijke leemstreek	0	4	1.52463328838348	0	1	51	reserve set	179099.759751628	170771.087034189
Ol_19136.9	waterway	stream	Oostelijke leemstreek	0	4	1.52304530143738	0	1	39	reserve set	212975.009105781	165347.43283424
Ol_19155.13	highway	unclassified	Oostelijke leemstreek	0	3	1.49764025211334	0	1	302	reserve set	212223.679514588	165994.791820109
Ol_1923.15	highway	unclassified	Oostelijke leemstreek	0.0113273983231145	3	1.47238874435425	0	1	289	reserve set	195839.91013971	165680.342961847
Ol_1927.11	highway	unclassified	Oostelijke leemstreek	0	4	1.56618881225586	1	1	41	eerste set	199638.671737804	167374.663808767
Ol_1939.2	highway	unclassified	Oostelijke leemstreek	0	4	1.56191754341125	1	1	163	reserve set	197795.130666957	166630.8619535
Ol_1951.2	highway	track	Oostelijke leemstreek	0.153789730044836	4	1.53440463542938	1	1	26	eerste set	199336.166794577	162803.774065032
Ol_19569.2	highway	track	Oostelijke leemstreek	0	3	1.40547740459442	0	1	212	reserve set	206755.576643406	165143.052418387
Ol_19743	highway	track	Oostelijke leemstreek	0.00312096055637837	3	1.35306525230408	0	1	271	reserve set	183893.529546048	165211.722681703
Ol_1993.13	highway	tertiary	Oostelijke leemstreek	0	3	1.50511109828949	1	1	71	eerste set	201706.5407235	161451.135611366
Ol_1997.2	highway	unclassified	Oostelijke leemstreek	0	3	1.43517029285431	0	1	83	eerste set	198554.444488714	164950.670359733
Ol_2003.6	highway	unclassified	Oostelijke leemstreek	0.0446507260130405	3	1.45652008056641	1	1	64	eerste set	195039.491729218	165286.860604139
Ol_2008.16	highway	unclassified	Oostelijke leemstreek	0.143464726050946	3	1.44611644744873	1	1	122	reserve set	195845.505842097	162786.960675025
Ol_2008.5	highway	unclassified	Oostelijke leemstreek	0.152089501009306	3	1.41495168209076	1	1	115	reserve set	195472.317218728	163205.750045648
Ol_20114.9	highway	track	Oostelijke leemstreek	0.00165517490484299	3	1.36589777469635	0	1	30	eerste set	216221.337788517	165156.381923228
Ol_2025.4	highway	unclassified	Oostelijke leemstreek	0.0902416039929035	4	1.54544901847839	1	1	181	reserve set	202613.085077723	157026.785602831
Ol_20273.2	highway	track	Oostelijke leemstreek	0	3	1.47221386432648	0	1	203	reserve set	219410.326880186	163281.965481635
Ol_20279.4	highway	unclassified	Oostelijke leemstreek	0	4	1.51972651481628	1	1	63	eerste set	216079.330636929	163440.630724179
Ol_2028.3	highway	unclassified	Oostelijke leemstreek	0.234395046306491	3	1.48277115821838	1	1	105	reserve set	202928.799320215	158914.012031968
Ol_20289	highway	track	Oostelijke leemstreek	0	3	1.44931745529175	0	1	16	eerste set	218247.544885427	161753.914461554
Ol_2030.1	highway	unclassified	Oostelijke leemstreek	0.00687528301169042	4	1.56754231452942	1	1	184	reserve set	201166.844013663	159122.087417375
Ol_20330.2	highway	track	Oostelijke leemstreek	0	3	1.46109747886658	0	1	254	reserve set	216570.231996309	169569.28361288
Ol_20331.2	highway	track	Oostelijke leemstreek	0	3	1.48141932487488	0	1	280	reserve set	216709.040493662	169890.648009623
Ol_20353.19	waterway	stream	Oostelijke leemstreek	0	3	1.38178467750549	0	1	59	eerste set	213879.351906128	159595.208744502
Ol_20353.8	waterway	stream	Oostelijke leemstreek	0	3	1.41817677021027	0	1	124	eerste set	213765.793620632	159169.971358353
Ol_2048.19	highway	tertiary	Oostelijke leemstreek	0.0413254047322151	3	1.43839931488037	1	1	104	reserve set	201644.441147375	156555.903523402
Ol_2059.11	highway	unclassified	Oostelijke leemstreek	0	4	1.54781818389893	0	1	14	eerste set	203432.340145458	165658.152186854
Ol_2060.11	highway	unclassified	Oostelijke leemstreek	0	4	1.51527905464172	1	1	159	reserve set	201554.073688354	164445.121591561
Ol_2063.12	highway	tertiary	Oostelijke leemstreek	0.102099902634282	4	1.54401397705078	1	1	12	eerste set	201701.486341934	162719.373886585
Ol_20649.12	highway	unclassified	Oostelijke leemstreek	0	3	1.37977838516235	0	1	28	eerste set	207672.200115662	165019.91657851
Ol_20890	waterway	ditch	Oostelijke leemstreek	0	3	1.39712512493134	0	1	186	reserve set	196709.175006276	164989.461892324
Ol_20925.6	highway	track	Oostelijke leemstreek	0.0422190038494715	4	1.56251847743988	1	1	65	eerste set	207840.235848565	160367.326232954
Ol_21017.10	highway	track	Oostelijke leemstreek	0	3	1.41418731212616	0	1	176	reserve set	178818.245844404	169045.672015622
Ol_2128.8	highway	unclassified	Oostelijke leemstreek	0.0193319315801442	4	1.52872121334076	1	1	56	eerste set	190225.209077959	160739.233781754
Ol_2137	highway	unclassified	Oostelijke leemstreek	0	3	1.43651497364044	0	1	142	eerste set	214011.599253232	168414.392235439
Ol_2155.7	highway	unclassified	Oostelijke leemstreek	0.128339765423522	3	1.48429226875305	0	1	219	reserve set	193915.753355229	166324.011019122
Ol_2184.10	highway	unclassified	Oostelijke leemstreek	0.0307519661625918	3	1.43805611133575	1	1	116	reserve set	219408.560591664	161763.77693428
Ol_21904.1	highway	unclassified	Oostelijke leemstreek	0	3	1.48101484775543	0	1	224	reserve set	211682.158513028	165313.623831724
Ol_2214.11	highway	track	Oostelijke leemstreek	1.03927278075092e-06	4	1.55272579193115	0	1	42	reserve set	187380.056777242	166779.382204011
Ol_2231.6	highway	unclassified	Oostelijke leemstreek	0	3	1.43873870372772	0	1	114	eerste set	213842.08754632	167208.415836559
Ol_2249	highway	unclassified	Oostelijke leemstreek	0	3	1.48774194717407	0	1	13	eerste set	204333.994603589	165708.071129062
Ol_22546.2	waterway	stream	Oostelijke leemstreek	0.197742310128274	3	1.44980704784393	1	1	20	eerste set	202064.240134406	157275.776999031
Ol_22555	waterway	stream	Oostelijke leemstreek	0.00697366404432042	3	1.39494228363037	0	1	104	eerste set	200435.748856852	159123.129937502
Ol_22558.14	highway	track	Oostelijke leemstreek	0.0602479023517257	3	1.4795013666153	0	1	49	eerste set	196123.323620522	163905.537106993
Ol_2256	highway	unclassified	Oostelijke leemstreek	0.00232108669866019	4	1.53696274757385	1	1	114	reserve set	210429.390320241	163843.171577937
Ol_2263.1	highway	unclassified	Oostelijke leemstreek	0	3	1.47061383724213	0	1	33	eerste set	212265.919792174	167354.473703141
Ol_2267	highway	tertiary	Oostelijke leemstreek	0	4	1.51012825965881	1	1	148	reserve set	215487.040824315	165641.641761787
Ol_22696	highway	track	Oostelijke leemstreek	0	3	1.42123246192932	0	1	58	eerste set	215576.364094895	168334.731854155
Ol_2279.16	highway	unclassified	Oostelijke leemstreek	0.135749048137078	4	1.54233968257904	1	1	160	reserve set	205140.850407851	159433.670913807
Ol_2300.1	highway	unclassified	Oostelijke leemstreek	0.0266938678109568	3	1.41277039051056	0	1	66	eerste set	186999.04384718	165214.425001912
Ol_2303.2	highway	tertiary	Oostelijke leemstreek	0.0238451400005212	3	1.47557258605957	1	1	13	eerste set	186654.111807281	165179.279919953
Ol_2303.20	highway	tertiary	Oostelijke leemstreek	0.00213737756350853	4	1.53404688835144	1	1	51	eerste set	185819.11803631	164848.270390796
Ol_2307	highway	track	Oostelijke leemstreek	0	3	1.50146389007568	0	1	12	eerste set	188391.980243612	165825.532618018
Ol_23088.2	highway	unclassified	Oostelijke leemstreek	0	3	1.36906850337982	0	1	115	eerste set	223919.428974797	169389.203326122
Ol_2331.3	highway	track	Oostelijke leemstreek	0	3	1.42934727668762	0	1	39	eerste set	183904.462227692	167394.006408755
Ol_2335.6	highway	unclassified	Oostelijke leemstreek	0	3	1.44318652153015	0	1	5	eerste set	183502.862023405	167309.830730014
Ol_23351.1	highway	track	Oostelijke leemstreek	0	3	1.43497920036316	0	1	270	reserve set	206937.668984083	164419.165384326
Ol_2358.2	highway	unclassified	Oostelijke leemstreek	0	3	1.49295735359192	0	1	17	eerste set	238936.730599445	169452.539058911
Ol_2364.5	highway	track	Oostelijke leemstreek	0.0052754066846427	3	1.38067102432251	0	1	116	eerste set	222926.33811983	162188.240179532
Ol_2366	highway	track	Oostelijke leemstreek	0	3	1.3860319852829	0	1	185	reserve set	202568.809769261	167251.493803655
Ol_23700.2.16	highway	track	Oostelijke leemstreek	0	3	1.46005249023438	0	1	195	reserve set	203107.768693614	163946.89309369
Ol_2375.1	highway	unclassified	Oostelijke leemstreek	0	3	1.39565062522888	0	1	119	eerste set	203107.411725102	166637.504019601
Ol_2383.14	highway	tertiary	Oostelijke leemstreek	0	4	1.5410293340683	1	1	7	eerste set	210404.170210833	161273.627671151
Ol_23905.3	highway	unclassified	Oostelijke leemstreek	0.127367746646746	4	1.51556599140167	1	1	37	eerste set	221879.961462145	163830.600493179
Ol_2395.2	highway	unclassified	Oostelijke leemstreek	0.0233903188227977	3	1.50801515579224	1	1	33	eerste set	201081.390224783	164489.110364921
Ol_2396.14	highway	track	Oostelijke leemstreek	0.193967416183595	4	1.55868673324585	1	1	121	reserve set	201679.259027193	163193.015777739
Ol_24.19	highway	unclassified	Oostelijke leemstreek	0.0112668010087337	4	1.56326270103455	1	1	69	eerste set	239585.877670189	167527.316716559
Ol_24.9	highway	unclassified	Oostelijke leemstreek	0.0445034519031986	4	1.56896424293518	1	1	77	eerste set	240070.080342378	167580.561970762
Ol_2406.2	highway	unclassified	Oostelijke leemstreek	0	3	1.49694132804871	0	1	263	reserve set	200517.298590954	163113.062429067
Ol_2423.6	highway	unclassified	Oostelijke leemstreek	0.278486013437065	4	1.51730895042419	1	1	107	reserve set	198626.934531307	159802.991968646
Ol_2424.15	highway	unclassified	Oostelijke leemstreek	0.00304331722329161	4	1.53611302375793	0	1	18	eerste set	198676.197257025	158504.177877822
Ol_2426.16	highway	unclassified	Oostelijke leemstreek	0.120227650953994	4	1.5656418800354	1	1	73	eerste set	205272.494937025	160194.212311437
Ol_24340.9	highway	track	Oostelijke leemstreek	0	3	1.38595187664032	0	1	233	reserve set	214296.104826804	164126.936815546
Ol_24421.3	waterway	ditch	Oostelijke leemstreek	0	3	1.36189925670624	0	1	197	reserve set	188392.957085967	163982.844141631
Ol_24670.2	highway	path	Oostelijke leemstreek	0	3	1.48171854019165	0	1	6	eerste set	210303.901190989	167322.767564321
Ol_2468.6	highway	unclassified	Oostelijke leemstreek	0	3	1.45184588432312	0	1	150	eerste set	206304.792186156	163471.316107204
Ol_2469.1	highway	unclassified	Oostelijke leemstreek	0	3	1.48991584777832	1	1	138	reserve set	206419.783051804	164106.826943062
Ol_24758.4	waterway	ditch	Oostelijke leemstreek	0	3	1.38431704044342	0	1	304	reserve set	188702.585920711	164224.010449382
Ol_24781.11	waterway	stream	Oostelijke leemstreek	0	3	1.42533040046692	0	1	111	eerste set	217838.527671459	165638.151923053
Ol_2484.13	highway	unclassified	Oostelijke leemstreek	0.0630754540041868	3	1.50166511535645	1	1	129	reserve set	234571.88436557	170999.302564979
Ol_2485.4	highway	unclassified	Oostelijke leemstreek	0.0178230687578956	3	1.47252368927002	1	1	136	reserve set	234132.901429207	170696.336150521
Ol_2487.9	highway	unclassified	Oostelijke leemstreek	0.0228866852087702	4	1.55740594863892	1	1	38	eerste set	234853.465114744	170486.475695961
Ol_2490.3	highway	unclassified	Oostelijke leemstreek	0	4	1.5211728811264	1	1	189	reserve set	233762.287981558	169153.371840904
Ol_2506	highway	unclassified	Oostelijke leemstreek	0.0246614430768797	4	1.54748463630676	1	1	8	eerste set	192371.582431678	163357.271402842
Ol_2522.3	highway	cycleway	Oostelijke leemstreek	0	3	1.43008410930634	1	1	134	reserve set	220809.767309526	167765.796984244
Ol_2529.2	highway	track	Oostelijke leemstreek	0	3	1.35235822200775	1	1	46	eerste set	220257.018292056	167309.125733076
Ol_2531.2.1	highway	unclassified	Oostelijke leemstreek	0	3	1.44543242454529	1	1	112	reserve set	220250.500276527	166317.114855533
Ol_2545.2	highway	unclassified	Oostelijke leemstreek	0	3	1.38445210456848	1	1	61	eerste set	221321.266769589	166841.125458362
Ol_2546.14	highway	unclassified	Oostelijke leemstreek	0.0307127981202141	4	1.54705321788788	1	1	32	eerste set	221160.959298623	166327.867341039
Ol_2566.13	highway	track	Oostelijke leemstreek	0	3	1.4708366394043	0	1	149	eerste set	225594.961757492	169879.224022861
Ol_2569.6	highway	unclassified	Oostelijke leemstreek	0	3	1.47379243373871	0	1	163	reserve set	225174.124355013	170806.858626711
Ol_2616.1	highway	unclassified	Oostelijke leemstreek	0	3	1.47968709468842	0	1	129	eerste set	220091.187526568	160963.90793459
Ol_2628	highway	unclassified	Oostelijke leemstreek	0	3	1.39309251308441	0	1	134	eerste set	231017.613541894	172292.38965285
Ol_2669.12	highway	track	Oostelijke leemstreek	0.0933881096858358	4	1.5589611530304	1	1	151	reserve set	181248.046703311	164491.569060418
Ol_2732.1	highway	unclassified	Oostelijke leemstreek	0	3	1.44186913967133	0	1	262	reserve set	182042.234246714	163666.935563861
Ol_2773.9	highway	unclassified	Oostelijke leemstreek	0	3	1.49043965339661	1	1	42	eerste set	208353.053433606	162568.173396038
Ol_2788.7	highway	unclassified	Oostelijke leemstreek	0	3	1.50977385044098	0	1	71	eerste set	234412.369252021	172535.602206721
Ol_2795.5	highway	unclassified	Oostelijke leemstreek	0	4	1.54082524776459	0	1	2	eerste set	203671.060331973	165122.043083684
Ol_28.1.7	highway	unclassified	Oostelijke leemstreek	0	4	1.54703509807587	1	1	197	reserve set	238759.672998125	168039.992912508
Ol_2813.7	highway	tertiary	Oostelijke leemstreek	0.0674733678580952	3	1.49021661281586	1	1	12	eerste set	179110.28994624	165989.279828408
Ol_2819.2	highway	unclassified	Oostelijke leemstreek	0.0601964021467195	3	1.46839451789856	1	1	1	eerste set	232514.477103338	166011.38501439
Ol_290.12	highway	unclassified	Oostelijke leemstreek	0	3	1.43836081027985	0	1	226	reserve set	178426.607646849	167545.676846868
Ol_2954.5	highway	unclassified	Oostelijke leemstreek	0.0102350460777558	4	1.56342530250549	1	1	154	reserve set	233729.63259549	168081.640415495
Ol_2963.1	highway	unclassified	Oostelijke leemstreek	0	3	1.42904877662659	0	1	194	reserve set	231962.887555398	170066.623503755
Ol_3041.8	waterway	stream	Oostelijke leemstreek	0.00602322537222466	3	1.49634838104248	0	1	259	reserve set	225977.197989378	159599.13855676
Ol_3086.3	highway	track	Oostelijke leemstreek	0	4	1.51279473304749	0	1	3	eerste set	213339.633133183	167836.867773107
Ol_3095.1	highway	unclassified	Oostelijke leemstreek	0	4	1.5294451713562	0	1	56	reserve set	238412.189055055	166127.237799228
Ol_3141	highway	unclassified	Oostelijke leemstreek	0	3	1.43959128856659	0	1	171	reserve set	238268.981084697	166939.542616697
Ol_3145.11	highway	unclassified	Oostelijke leemstreek	0	4	1.56746017932892	1	1	74	eerste set	225051.580940091	158552.569019946
Ol_3150.1	highway	path	Oostelijke leemstreek	0	3	1.38297629356384	0	1	82	eerste set	228760.645340195	163159.536547339
Ol_3161.24	highway	unclassified	Oostelijke leemstreek	0	3	1.46641194820404	1	1	10	eerste set	233073.419559667	164293.141670902
Ol_3161.31	highway	unclassified	Oostelijke leemstreek	0	3	1.49537992477417	1	1	34	eerste set	232842.574488812	164539.04649538
Ol_3242.2	highway	tertiary	Oostelijke leemstreek	0	3	1.47173285484314	0	1	192	reserve set	228298.946137718	167090.535314314
Ol_3244.3	highway	unclassified	Oostelijke leemstreek	0	3	1.37048733234406	0	1	102	eerste set	228186.122775	166589.555799858
Ol_326.1	highway	track	Oostelijke leemstreek	0.0448361683572145	3	1.37733471393585	1	1	45	eerste set	186677.507514828	162323.863745173
Ol_3295.2	highway	unclassified	Oostelijke leemstreek	0	3	1.46188879013062	0	1	97	eerste set	225363.411824371	164665.197233575
Ol_3326.9	highway	track	Oostelijke leemstreek	0	4	1.52876102924347	0	1	9	eerste set	228924.305255966	166424.447547538
Ol_3329.8	highway	unclassified	Oostelijke leemstreek	0	3	1.36178159713745	0	1	157	reserve set	228946.614921314	167306.620960131
Ol_3361.13	highway	cycleway	Oostelijke leemstreek	0	3	1.46762526035309	0	1	297	reserve set	188337.090685176	162737.187014843
Ol_3362.1	highway	unclassified	Oostelijke leemstreek	0.00193611727609135	3	1.49289727210999	1	1	132	reserve set	189413.219539133	162793.445260386
Ol_34.5	highway	unclassified	Oostelijke leemstreek	0.0327226042130246	4	1.54130887985229	1	1	168	reserve set	238131.507938251	171807.483866058
Ol_3415.3	highway	unclassified	Oostelijke leemstreek	0	3	1.386270403862	0	1	188	reserve set	185570.29067283	162223.991188737
Ol_3417.2	highway	unclassified	Oostelijke leemstreek	0.0116774039417698	3	1.46144986152649	1	1	74	reserve set	199495.943229632	163137.346247773
Ol_3420.5	highway	unclassified	Oostelijke leemstreek	0	3	1.49973487854004	0	1	22	eerste set	203686.854064763	166245.76728015
Ol_3422.10	highway	tertiary	Oostelijke leemstreek	0.01956988940749	4	1.51403093338013	1	1	93	eerste set	195896.583414036	163224.511990116
Ol_3539.2	highway	tertiary	Oostelijke leemstreek	0	3	1.44135057926178	0	1	62	eerste set	231304.413229028	172413.759138678
Ol_3553.4	highway	cycleway	Oostelijke leemstreek	0	3	1.41179227828979	0	1	168	reserve set	189338.640583452	164099.854118477
Ol_357.6	highway	track	Oostelijke leemstreek	0	3	1.44414138793945	1	1	57	eerste set	180709.451203397	167170.394707176
Ol_3631.1	highway	track	Oostelijke leemstreek	0.00526054250026332	3	1.40753507614136	1	1	101	reserve set	239163.849016249	165168.186411866
Ol_3648.7	highway	unclassified	Oostelijke leemstreek	0.169160550732514	4	1.53037917613983	1	1	1	eerste set	238809.67112529	167457.725045668
Ol_3683.7	highway	unclassified	Oostelijke leemstreek	0	4	1.53395962715149	1	1	165	reserve set	204303.787043154	157669.935798304
Ol_3690.4	highway	unclassified	Oostelijke leemstreek	0.0315729678331083	4	1.52415466308594	1	1	115	reserve set	205703.031049373	155707.762017744
Ol_3691	highway	unclassified	Oostelijke leemstreek	0	3	1.48476505279541	1	1	94	reserve set	204420.262400737	158499.088629819
Ol_3784.4	highway	unclassified	Oostelijke leemstreek	0	4	1.53302264213562	0	1	30	eerste set	232300.679072861	170837.332470456
Ol_3795.8	highway	unclassified	Oostelijke leemstreek	0.0305668741455934	3	1.50212943553925	1	1	144	reserve set	235524.005933182	170358.343883841
Ol_3798.4	highway	unclassified	Oostelijke leemstreek	0.0302175135391253	4	1.56776070594788	1	1	167	reserve set	237403.315756546	170256.65276732
Ol_3799.2	highway	unclassified	Oostelijke leemstreek	0.185920581964739	3	1.49648380279541	1	1	6	eerste set	237946.24560247	171077.268475488
Ol_3802.13	highway	unclassified	Oostelijke leemstreek	0.0349244403257866	4	1.56227219104767	1	1	70	eerste set	235518.036773286	172057.240390038
Ol_3802.3	highway	unclassified	Oostelijke leemstreek	0.0219630920926578	3	1.48736774921417	0	1	248	reserve set	235040.284972136	171857.650144441
Ol_3806.9	highway	unclassified	Oostelijke leemstreek	0	4	1.52883696556091	0	1	10	eerste set	234493.02702617	172137.924100326
Ol_3813.19	highway	unclassified	Oostelijke leemstreek	0.19193949155273	4	1.56773245334625	1	1	134	reserve set	236434.74891793	172159.23505233
Ol_3813.27	highway	unclassified	Oostelijke leemstreek	0.0441177560640236	4	1.55566823482513	1	1	153	reserve set	236605.759961225	171803.339316025
Ol_3816.1	highway	track	Oostelijke leemstreek	0.122831182353837	4	1.55604326725006	1	1	4	eerste set	236900.182953383	172118.215772732
Ol_3824.15	highway	unclassified	Oostelijke leemstreek	0	4	1.55296051502228	0	1	46	reserve set	238649.529915522	166822.879705496
Ol_3828.2	highway	unclassified	Oostelijke leemstreek	0	4	1.51304018497467	0	1	6	eerste set	237379.855042655	167892.605672027
Ol_3833	highway	unclassified	Oostelijke leemstreek	0	3	1.40526497364044	0	1	252	reserve set	238030.730131777	167352.997109335
Ol_3835.5	highway	unclassified	Oostelijke leemstreek	0	4	1.55774462223053	0	1	27	eerste set	237888.23268257	167860.451505209
Ol_3837.9	highway	unclassified	Oostelijke leemstreek	0	3	1.47723722457886	1	1	37	eerste set	237525.289906825	169251.167574497
Ol_3838.4	highway	unclassified	Oostelijke leemstreek	0	4	1.51204633712769	0	1	28	eerste set	234089.034471071	171374.647837076
Ol_3848	highway	unclassified	Oostelijke leemstreek	0.0778114927542441	3	1.43480777740479	1	1	26	eerste set	206521.868148459	165802.955115043
