ExternalCode	Landbouw	Bos	HeideDuin	KLE	OKLE	MoerasWater	GeenKartering	SlikStrandSchor	Suburbaan	Urbaan	Som	Stratum
FS7770	526624.08	400714.81	0	0	17170.59	0	0	0	0	55590.01	1000099.49	NA
FS7771	426719.28	383554.06	0	0	12951.73	0	0	0	143819.1	33071.14	1000115.31	NA
FS7772	489157.36	95600.99	0	0	1036.89	30862.93	0	0	337347.12	46124.35	1000129.64	NA
FS7773	883972.49	33408.45	0	0	0	0	0	0	0	82526.45	999907.39	3
FS7774	381830.53	585188.78	2474.89	0	0	0	11520.14	0	0	19116.48	1000130.82	NA
FS7775	102319.33	707501.7	0	0	0	126304.76	47939.29	0	16072.75	0	1000137.83	1
FS7776	182022.02	670715.41	84738.22	0	8671.64	53592.61	0	0	0	0	999739.9	NA
FS7777	413527.61	540093.64	5229.98	0	21660.46	15481.09	0	0	0	4167.92	1000160.7	NA
FS7778	398650.16	268111.33	0	0	36185	0	0	0	23856.53	273158.78	999961.8	NA
FS7779	468481.81	42782.95	0	0	0	0	0	0	9605.87	479297.91	1000168.54	NA
FS7780	49915.24	28874.64	0	0	0	0	0	0	4404.35	916966.46	1000160.69	6
FS7781	139228.87	0	0	0	0	0	0	0	0	860931.82	1000160.69	6
FS7782	666664.08	33018.73	0	0	9003.82	0	0	0	15500.33	227636.87	951823.83	3
FS7783	110649.27	5309.34	0	0	3189.77	0	0	0	25857.94	4305.82	149312.14	3
FS7824	19874.37	0	0	0	0	0	0	0	0	0	19874.37	3
FS7825	24393.45	0	0	0	0	0	0	0	5715.47	0	30108.92	3
FS7826	730501.46	6071.9	0	72515.4	0	0	0	0	5946.09	142131.1	957165.95	3
FS7827	813788.78	0	0	38273.41	0	0	0	0	5393.93	142454.13	999910.25	3
FS7828	979153.96	10839.76	0	1508.51	0	0	0	0	8430.18	0	999932.41	3
FS7829	854651.33	11076.57	0	6791.37	0	0	0	0	106784.21	20630.16	999933.64	3
FS7830	757059.18	28611.19	0	31058.2	0	0	0	0	39199.12	144020.76	999948.45	3
FS7831	775957.54	79845.32	0	33411.28	14727.66	0	0	0	0	95991.11	999932.91	3
FS7832	658579.93	94782.05	0	4799.95	0	28181.19	0	0	0	213574.91	999918.03	NA
FS7833	827664.42	40580.45	0	20015.73	0	21434.7	0	0	14197.4	75809.88	999702.58	3
FS7834	905705.64	30980.85	0	28266.28	1672.06	0	0	0	0	33300.54	999925.37	3
FS7835	902430.23	0	0	20984.99	37808.46	0	0	0	0	38701.53	999925.21	3
FS7836	719914.56	4746.49	0	3831.96	0	0	0	0	10564.4	261106.2	1000163.61	3
FS7837	681144.49	106493.17	0	4282.31	0	45581.62	0	0	69374	93080.46	999956.05	NA
FS7838	861515.47	116361.76	0	1588.13	0	0	0	0	15826.01	4649.18	999940.55	3
FS7839	592273.52	267873.42	0	0	0	56663.32	0	0	75942.48	7203.55	999956.29	NA
FS7840	417610.8	142671.97	0	0	0	89415.36	0	0	350258.16	0	999956.29	NA
FS7841	248107.29	666418.73	0	0	3140.83	82288.89	0	0	0	0	999955.74	NA
FS7842	134237.94	782763.55	6390.35	0	8472.38	53202.74	0	0	7167.39	7714.47	999948.82	1
FS7843	167900.9	138148.93	18565.53	0	19893.78	13576.63	81353.45	0	560508.61	0	999947.83	NA
FS7844	221799.63	460591.4	0	0	0	26432.34	0	0	253115.79	38041.17	999980.33	NA
FS7845	29467.11	723175.68	64048.83	0	0	26897.41	0	0	115514.27	40883.89	999987.19	1
FS7846	126342.34	630009.87	19448	0	1557.91	0	0	0	12609.77	210018.99	999986.88	NA
FS7847	44119.04	924397.63	21519.7	0	1147.37	0	0	0	5302.93	3270.4	999757.07	1
FS7848	28941.06	917747.63	144.82	0	0	0	0	0	31826.03	21128.45	999787.99	1
FS7849	241966.3	354287.85	3927.01	0	0	0	0	0	10424.4	389388.86	999994.42	NA
FS7850	171619.99	463272.63	0	0	0	0	0	0	71147.57	293953.93	999994.12	NA
FS7851	115120.16	389587.35	15549.09	0	0	0	0	0	0	479753.45	1000010.05	NA
FS7852	141997.9	205922.55	148.64	0	50.02	33346.47	0	0	535089.7	83455.4	1000010.68	NA
FS7853	0	279309.65	3013.99	0	0	18173.5	0	0	698907.3	620.67	1000025.11	NA
FS7854	0	601785.44	84062.85	0	0	0	0	0	314177.66	0	1000025.95	NA
FS7855	209248.29	784696.66	0	0	0	0	0	0	6073.37	0	1000018.32	1
FS7856	214844.52	185970.31	0	0	1050.87	0	0	0	543374.57	54785.82	1000026.09	NA
FS7857	173889.64	100069.32	0	0	8201.22	0	0	0	717880.81	0	1000040.99	5
FS7858	8575.46	794864.28	169006.87	0	6295.99	0	0	0	21306.59	0	1000049.19	1
FS7859	297986.89	558247.63	102507.41	0	41315.27	0	0	0	0	0	1000057.2	NA
FS7860	318411.05	664613.12	14770.39	0	2261.92	0	0	0	0	0	1000056.48	NA
FS7861	693787.57	267183.76	0	0	1795.94	0	0	0	10652.37	26445.25	999864.89	NA
FS7862	616515.51	378097.02	0	0	5253.13	0	0	0	0	0	999865.66	NA
FS7863	610524.56	247032.09	0	0	5300	0	0	0	35331.75	101668.34	999856.74	NA
FS7864	121039.73	543177.03	1767.32	0	0	0	0	0	0	334095.73	1000079.81	NA
FS7865	421903.1	315501.7	3074.97	0	0	0	0	0	29430.48	230170.27	1000080.52	NA
FS7866	689669.34	236470.42	0	0	4961.12	5827.99	0	0	0	63166.23	1000095.1	NA
FS7867	708443.81	229765.24	0	0	18488.77	2949.36	0	0	7277.86	33178.11	1000103.15	3
FS7868	533187.92	268918.82	6880.45	0	4853.94	0	0	0	84371.96	101906.08	1000119.17	NA
FS7869	448409.97	191830.79	0	0	2811.31	86522.05	0	0	97405.95	173154.86	1000134.93	NA
FS7870	507366.23	319729.37	0	0	5035.64	7095.04	0	0	57896.86	102988.79	1000111.93	NA
FS7871	701681.93	129029.41	0	0	16024.54	0	0	0	36315.96	117067.45	1000119.29	3
FS7872	538772.28	33750.74	0	0	2415.32	0	0	0	117368.41	307835.2	1000141.95	NA
FS7873	694735.53	81924.76	0	0	6720.48	9408.33	22178.35	0	0	184960.39	999927.84	NA
FS7874	689038.53	110180.42	20515.8	0	1296.22	10324.25	63716.79	0	0	104855.23	999927.24	NA
FS7875	234514.17	400123.32	0	0	0	26161.17	60914.8	0	0	278206.92	999920.38	NA
FS7876	334581.94	481827.16	33538.18	0	35968.97	34559.52	12633.26	0	0	66811.71	999920.74	NA
FS7877	652389.45	178281.14	0	0	45537.59	18361.59	0	0	14943.9	0	909513.67	3
FS7878	435278.71	133182.13	0	0	42738.34	8296.68	0	0	15470.47	1842.96	636809.29	NA
FS7879	207449.14	40864.46	0	0	1710.03	0	0	0	29509.65	172240.79	451774.07	NA
FS7880	84964.09	0	0	0	0	0	0	0	19186.02	262477.7	366627.81	6
FS7881	158817.15	0	0	0	0	0	0	0	3897.16	233574.56	396288.87	NA
FS7882	221929.6	0	0	0	0	0	0	0	0	31326.14	253255.74	3
FS7926	855568.31	2323.17	0	23151.16	0	0	0	0	0	0	881042.64	3
FS7927	930554.59	0	0	51701.09	0	0	0	0	0	17666.99	999922.67	3
FS7928	925818	9536.94	0	10024.07	0	1975.49	0	0	47276.78	5257.98	999889.26	3
FS7929	911689.18	10285.45	0	37541.09	0	0	0	0	18236.47	22147.58	999899.77	3
FS7930	908492.93	0	0	24230.7	0	0	0	0	0	67174.01	999897.64	3
FS7931	732417.49	228558.07	0	15029.58	22176.04	0	0	0	1755.29	0	999936.47	3
FS7932	972678.43	0	0	7520.73	0	0	0	0	19753.44	0	999952.6	3
FS7933	943323.3	6955.2	0	2693.4	10881.44	0	0	0	0	35677.86	999531.2	3
FS7934	617402.27	5143.92	0	0	5933.38	0	0	0	16037.05	355650.85	1000167.47	NA
FS7935	717426.24	0	0	20833.5	0	0	0	0	63465.86	198234.64	999960.24	3
FS7936	921663.37	1548.18	0	3442.46	0	0	0	0	0	73306.12	999960.13	3
FS7937	681918.3	3176.18	0	9654.08	0	0	0	0	277761.88	27449.88	999960.32	NA
FS7938	642769.23	46726.08	0	1799.56	0	5338.03	0	0	267579.82	35747.86	999960.58	NA
FS7939	496250.12	462732.12	0	0	6675.27	11992.68	0	0	5990.21	16297.12	999937.52	NA
FS7940	523765.33	398122.54	0	0	18703.34	53100.24	0	0	0	6292.11	999983.56	NA
FS7941	648989.98	194232.43	0	0	4587.94	0	0	0	102565.84	49616.15	999992.34	NA
FS7942	126891.47	488300.31	9192.73	0	0	15420.45	97356.68	0	262860.71	0	1000022.35	NA
FS7943	173095.35	665133.09	49709.75	0	0	11888.06	11368.87	0	88811.28	0	1000006.4	NA
FS7944	120668.96	361607.05	371.2	0	0	53960.81	0	0	285748.25	177627.71	999983.98	NA
FS7945	157575.01	414168.21	0	0	0	0	0	0	200896.47	227343.84	999983.53	NA
FS7946	76140.82	243915.77	8917.09	0	0	0	6983.77	0	130522.63	533527.01	1000007.09	NA
FS7947	205891.22	145708.85	0	0	6542.95	0	4880.93	0	6220.81	630339.96	999584.72	NA
FS7948	230874.62	499367.14	12299.26	0	16343.72	0	0	0	12621.87	228492.41	999999.02	NA
FS7949	80866.75	601962.81	105046.57	0	16872.93	0	0	0	29204.35	166045.55	999998.96	NA
FS7950	0	914813.49	0	0	0	0	0	0	78516.47	6700.96	1000030.92	1
FS7951	74133.9	821870.65	6148.67	0	0	0	0	0	97900.14	0	1000053.36	1
FS7952	0	593278.23	30730.74	0	0.03	26350.34	0	0	250686.69	99000.12	1000046.15	NA
FS7953	237058.86	307858.54	40277.54	0	15419.76	29185.92	0	0	114660.02	255600.69	1000061.33	NA
FS7954	16122.18	803896.34	40894.54	0	865.53	0	1409.41	0	7655.24	129178.72	1000021.96	1
FS7955	87758.62	870694.21	28334.42	0	284.35	0	4722.09	0	8201.16	43.9	1000038.75	1
FS7956	99267.17	540844.93	1865.54	0	0	0	10215.89	0	294649.7	53218.02	1000061.25	NA
FS7957	260784.32	209613.05	24439.54	0	11749.64	0	33776.53	0	374417.65	85272.35	1000053.08	NA
FS7958	228384.61	614017.19	75106.84	0	13240.71	0	54112.92	0	15131.33	60.2	1000053.8	NA
FS7959	295143.05	515942.2	151875.85	0	32627.24	0	0	0	897.45	3559.62	1000045.41	NA
FS7960	776873.6	122401.12	30120.44	0	21401.48	0	42819.48	0	0	6421.47	1000037.59	3
FS7961	661464.13	135162.58	0	0	12751.28	0	20693.69	0	0	169559.72	999631.4	NA
FS7962	711019.36	103319.2	18950.94	0	13820.26	0	492.38	0	5219.19	147239.91	1000061.24	3
FS7963	610118.45	272124.16	0	0	18240.52	0	0	0	28025.62	71138.1	999646.85	NA
FS7964	485236.28	231398.76	0	0	13382.06	30817.33	0	0	15078.3	224140.32	1000053.05	NA
FS7965	810272.26	65801.9	0	0	8838.04	4263.87	0	0	16555.38	94330.48	1000061.93	3
FS7966	875330.34	52164.27	0	0	6275.97	0	0	0	0	66322.23	1000092.81	3
FS7967	683187.39	91522.35	0	0	0	21227.71	0	0	297.23	203857.83	1000092.51	NA
FS7968	575083.76	63490.52	0	0	9250.61	23193.32	0	0	203351.49	125699	1000068.7	NA
FS7969	706243.21	32353.85	0	0	8127.29	2245.81	0	0	5720.36	245385.77	1000076.29	3
FS7970	594109.58	117168.16	0	0	0	36083.39	0	0	13602.59	239120.48	1000084.2	NA
FS7971	686668.91	28799.99	0	0	4291.6	0	0	0	26660.46	253470.73	999891.69	NA
FS7972	565282.11	0	0	0	0	0	0	0	0	434849.74	1000131.85	NA
FS7973	769391.44	15658.71	0	0	0	0	70931.63	0	14047.94	130100.93	1000130.65	3
FS7974	584831.63	24778.96	0	0	3831.27	0	3264.02	0	0	383218.29	999924.17	NA
FS7975	702309.64	23320.93	0	0	18755.12	0	0	0	58752.17	196578.38	999716.24	3
FS7976	760800.86	102581.41	0	0	23300.07	18520.93	25962.44	0	18332.64	50663.15	1000161.5	3
FS7977	390952.1	5075.71	0	0	10130.66	0	0	0	0	0	406158.47	3
FS8026	263203.58	0	0	10834.2	0	0	0	0	9934.99	3415.6	287388.37	3
FS8027	830560.03	0	0	57690.65	0	0	0	0	47179.08	64504.11	999933.87	3
FS8028	770550.28	0	0	38921.03	0	0	0	0	28556.3	161890.19	999917.8	3
FS8029	710440.66	3983.94	0	9024.89	0	0	0	0	11870.58	264614.42	999934.49	3
FS8030	949076.5	0	0	0	0	0	0	0	18004.76	32852.09	999933.35	3
FS8031	958883.69	8377.78	0	8193.55	0	0	0	0	831.07	23663.94	999950.03	3
FS8032	960098	0	0	15659.47	0	0	0	0	0	23984.28	999741.75	3
FS8033	996590.88	0	0	0	0	0	0	0	0	3151.97	999742.85	3
FS8034	818001.26	0	0	19048.78	0	0	0	0	32610.52	130281.62	999942.18	3
FS8035	964208.07	16456.01	0	17115.61	0	0	0	0	0	2176.7	999956.39	3
FS8036	916181.54	21618.24	0	14321.14	0	0	0	0	0	47843.71	999964.63	3
FS8037	893330.11	30837.16	0	10948.66	2484.61	0	0	0	0	62372.47	999973.01	3
FS8038	703920.86	149654.64	0	32976.63	2285.73	0	0	0	110701.59	424.72	999964.17	3
FS8039	491668.72	245565.59	0	9341.73	7230.51	3264.2	0	0	112524.98	130361.37	999957.1	NA
FS8040	172251.37	611995.53	0	4122.5	27519.98	12253.57	24731.13	0	12781.07	134309.2	999964.35	NA
FS8041	309334.87	336075.39	0	0	11666.1	48536.59	128810.52	0	140898.25	24643.83	999965.55	NA
FS8042	536471.59	291468.19	1848.72	0	26746.11	6815.77	52659.52	0	62841.19	21096.89	999947.98	NA
FS8043	341439.93	521688.86	21796.68	0	1706.83	13619.42	0	0	29279.53	70425.39	999956.64	NA
FS8044	251970.37	349629.13	214.76	1752.57	7890.71	10581.56	0	0	271020.53	106929.07	999988.7	NA
FS8045	214820.27	185277.44	0	0	0	0	0	0	20065.99	579832	999995.7	NA
FS8046	10254.4	733197.79	94335.38	0	0	0	53599.4	0	19700.31	88693.82	999781.1	1
FS8047	70513.82	726053.79	0	0	0	0	64998.2	0	7797.49	130441.14	999804.44	1
FS8048	222191.54	530685.37	17355.39	0	0	0	28138.3	0	0	201632.44	1000003.04	NA
FS8049	40366.56	891148.91	21033.83	0	0	0	30.52	0	47431.51	0	1000011.33	1
FS8050	0	989918.34	9409.47	0	0	0	0	0	660.47	0	999988.28	1
FS8051	0	884026.12	49155.8	0	0	0	0	0	66806.58	0	999988.5	1
FS8052	60539.89	373713.43	45119.83	0	239.25	0	91441.52	0	42336.64	386620.29	1000010.85	NA
FS8053	363612.25	288854.75	954.92	0	9818.73	19319.06	19070.45	0	83366.84	215014.86	1000011.86	NA
FS8054	117597.52	161491.72	84322.24	0	7041.58	0	312176.69	0	13926.35	303462.01	1000018.11	NA
FS8055	60805.78	283440.76	98784.33	0	19198.66	37609.88	423056.89	0	21066.38	56080	1000042.68	NA
FS8056	0	135143.82	1023.95	0	0	0	609265.16	0	0	254600.27	1000033.2	NA
FS8057	21905.76	137.01	0	0	2323.66	0	402008.85	0	15795.94	557878.27	1000049.49	NA
FS8058	114319.49	50774.36	0	0	7.41	0	449790.79	0	1883.51	383052.11	999827.67	NA
FS8059	175656.69	664106.77	115986.09	0	0	0	0	0	44292.58	0	1000042.13	NA
FS8060	604552.08	214923.89	29938.75	0	49537.34	0	100915.1	0	0	0	999867.16	NA
FS8061	354737.38	19599.56	0	0	14509.71	0	260688.95	0	0	350354.21	999889.81	NA
FS8062	558017.34	18808.03	0	0	3508.87	0	131496.4	0	0	288257.22	1000087.86	NA
FS8063	307117.89	350995.48	0	0	21720.73	0	0	0	5148.81	314891.09	999874	NA
FS8064	698882.01	193497.4	0	0	873.4	7607.25	0	0	1096.98	98123.99	1000081.03	NA
FS8065	635993.82	175397.11	0	5011.52	2101.68	20249.12	0	0	20694.19	140641.59	1000089.03	NA
FS8066	488717.85	313538.39	0	0	1683.42	0	0	0	162748.84	33399.7	1000088.2	NA
FS8067	597621.2	81025.81	0	0	17578.77	0	0	0	12568.79	291102.8	999897.37	NA
FS8068	596217.01	21978.87	0	0	8629.09	0	0	0	44736.33	328558.31	1000119.61	NA
FS8069	732546.39	10367.83	0	0	5174.75	0	0	0	45463.41	206558.73	1000111.11	3
FS8070	837651.84	55435.3	0	0	0	19442.53	0	0	33189.7	54408.12	1000127.49	3
FS8071	577918.89	39937.19	0	0	1257.35	3880.6	0	0	9008.39	367902.02	999904.44	NA
FS8072	151661.77	2380.19	0	0	101.62	0	43221.4	0	0	802754.89	1000119.87	6
FS8073	671522.07	28539.6	0	0	11054.55	6008.3	19281.18	0	13037.95	250476.6	999920.25	NA
FS8074	840800.77	40078.17	496.77	0	1776.13	0	0	0	7474.36	109310.56	999936.76	3
FS8075	894489.66	52731.72	0	0	2957.54	0	0	0	0	49772.94	999951.86	3
FS8076	714882.7	172929.54	0	0	2868.87	19618.87	7529.52	0	0	52358.85	970188.35	3
FS8077	42233.51	4126.75	0	0	15.26	0	3789.73	0	0	18284.05	68449.3	NA
FS8126	29281.99	0	0	16700.8	0	0	0	0	9233.2	0	55215.99	NA
FS8127	593157.11	0	0	18204.81	0	0	0	0	1670.71	0	613032.63	3
FS8128	987307.02	0	0	12615.92	0	0	0	0	0	0	999922.94	3
FS8129	993416.46	6397.5	0	0	0	0	0	0	0	123.78	999937.74	3
FS8130	967444.21	0	0	3816.25	0	0	0	0	0	28646.82	999907.28	3
FS8131	602582.12	1696.92	0	40881.04	0	0	0	0	29721.89	324825.3	999707.27	NA
FS8132	895953.7	11057.64	0	15606.63	0	0	0	0	0	77090.13	999708.1	3
FS8133	926569.73	0	0	0	669.45	0	0	0	51686.31	21004.92	999930.41	3
FS8134	875506.99	0	0	31130.2	4215.6	0	0	0	19692.61	69376.97	999922.37	3
FS8135	790091.27	16171.86	0	12578.08	0	0	0	0	12673.06	168416.16	999930.43	3
FS8136	941118.42	0	0	5590.54	0	0	0	0	0	53236.97	999945.93	3
FS8137	694851.47	0	0	0	0	0	0	0	27912.53	277173.7	999937.7	NA
FS8138	749488.12	26735.61	0	1384.56	1655.61	0	0	0	27857.24	192840.28	999961.42	3
FS8139	475317.43	19852.76	0	94205.81	19170.89	0	103165.75	0	26599.19	261665.7	999977.53	NA
FS8140	285272.49	437235.73	0	69655.71	5106.85	31333.71	97046.9	0	18856.09	55468.91	999976.39	NA
FS8141	357283.97	626930.54	0	0	6529.96	4234.28	0	0	2300.03	2698.66	999977.44	NA
FS8142	134260.08	762791.62	35090.95	0	1291.42	27802.79	0	0	35990.2	2749.28	999976.34	1
FS8143	352620.76	361992.07	12376.09	0	119.9	349.07	0	0	135689.7	136828.89	999976.48	NA
FS8144	112395.52	765742.38	4678.26	0	1890.61	0	0	0	40333.19	74952.03	999991.99	1
FS8145	68985.04	211735.13	0	0	1296.12	0	0	0	0	717760.85	999777.14	6
FS8146	108992.67	693695.85	30913.77	0	1796.69	0	5690.35	0	73924.87	84762.85	999777.05	NA
FS8147	0	881055.02	5568.86	0	0	0	0	0	37483.98	75876.45	999984.31	1
FS8148	1408.15	964328.02	654.37	0	0	0	0	0	23517.82	10060.63	999968.99	1
FS8149	0	933764.33	23407.03	0	0	0	0	0	42828.36	0	999999.72	1
FS8150	0	990773.06	9028.11	0	0	0	0	0	0	0	999801.17	1
FS8151	0	996685.71	3345.29	0	0	0	0	0	0	0	1000031	1
FS8152	72495.09	688983.17	2779.74	0	15993.84	0	90232.98	0	56836.05	72725.57	1000046.44	NA
FS8153	75689.7	165842.21	0	0	2680.21	0	139802.14	0	48811.23	567197.83	1000023.32	NA
FS8154	298192.39	290788.52	0	0	16637.55	19211.18	43960.12	0	47373.87	283867.14	1000030.77	NA
FS8155	344350.22	156435.41	0	0	4332.9	21385.53	310543.03	0	85364.02	77628.43	1000039.54	NA
FS8156	302381.02	22303.42	0	0	7788.45	6741.4	274231.19	0	10858.31	375765.95	1000069.74	NA
FS8157	22425.93	50015.9	0	0	0	0	641760.81	0	32308.34	253558.53	1000069.51	NA
FS8158	25603.96	48815.88	0	0	3309.07	0	361811.39	0	50653.37	509622.64	999816.31	NA
FS8159	163909.87	569630.41	53557.88	0	1141	0	42844.32	0	57677.39	110880.12	999640.99	NA
FS8160	317975.74	317394.36	264435.31	0	18674.12	0	57402.85	0	21401.57	2572.07	999856.02	2
FS8161	343355.64	406987.49	9408.86	0	10036.44	0	155186.76	0	0	75063.47	1000038.66	NA
FS8162	306640.42	95612.54	6604.79	0	15670.11	0	225483.31	0	52404.11	297646.01	1000061.29	NA
FS8163	264598.34	232494.53	0	0	1202.12	2209.14	0	0	786.36	498779.24	1000069.73	NA
FS8164	770840.77	68231.34	0	0	7302.09	991.4	0	0	0	152711.86	1000077.46	3
FS8165	490118.32	285705.99	0	0	3005.42	46279.97	0	0	23701.87	151273.39	1000084.96	NA
FS8166	535552.14	89900.33	0	0	2695.91	0	0	0	33978.07	337751.06	999877.51	NA
FS8167	562318.98	191481.18	0	0	2139.64	4331.22	0	0	14346.58	225260.82	999878.42	NA
FS8168	123674.83	0	0	0	0	0	0	0	0	876410.34	1000085.17	6
FS8169	237990.72	0	0	0	0	0	0	0	99177.95	662908.66	1000077.33	NA
FS8170	643592.38	35373.18	0	0	788.9	0	0	0	26522.92	293847.2	1000124.58	NA
FS8171	782353.63	63641.05	0	0	16661.86	16365.97	4516.92	0	34208.76	82375.64	1000123.83	3
FS8172	732655.85	35592.1	0	0	15744.86	0	47212.59	0	28548.11	140164.07	999917.58	3
FS8173	700543.31	20089.17	0	0	11105.35	0	0	0	44681.8	223291.48	999711.11	3
FS8174	882051.95	21602.12	0	0	33796.25	0	0	0	16754.3	45704.52	999909.14	3
FS8175	826053.02	109471.3	0	0	39486.78	2873.69	0	0	0	22231.23	1000116.02	3
FS8176	448025.03	181229.82	0	0	4832.32	6470.69	0	0	0	24510.15	665068.01	NA
FS8227	310686.12	0	0	13438.17	0	0	0	0	0	0	324124.29	3
FS8228	951065.63	0	0	30844.09	7268.18	0	0	0	0	10733.13	999911.03	3
FS8229	727936.19	0	0	27429	1861.53	0	0	0	23036.7	219671.02	999934.44	3
FS8230	891422.18	0	0	31569.9	2340.13	0	0	0	0	74626.12	999958.33	3
FS8231	941163.37	0	0	0	359.63	0	0	0	0	58012.98	999535.98	3
FS8232	852159.88	0	0	31846.11	1810.32	0	0	0	18361.13	95757.21	999934.65	3
FS8233	876921.12	0	0	10400.25	0	0	0	0	9168.82	103459.88	999950.07	3
FS8234	591648	0	0	11433.85	0	0	0	0	26224.02	370644.03	999949.9	NA
FS8235	965658.46	0	0	22209	0	0	0	0	0	12090.15	999957.61	3
FS8236	992886.26	0	0	0	0	0	0	0	0	7087.07	999973.33	3
FS8237	969582.19	0	0	2140.6	18989.04	0	0	0	9038.44	0	999750.27	3
FS8238	998030.71	0	0	0	0	0	0	0	0	1951.32	999982.03	3
FS8239	580553.89	107931.72	0	135548.36	23070.41	0	123985.15	0	0	28882.59	999972.12	NA
FS8240	431760.78	294147.84	0	10102.08	5597.94	0	0	0	77914.67	180442.07	999965.38	NA
FS8241	177570.19	613263.09	0	0	0	101234.62	0	0	69934.26	37978.87	999981.03	NA
FS8242	134516.51	733909.43	55321.93	0	12380.64	58214.25	0	0	0	5622.52	999965.28	1
FS8243	241883.4	534029.44	0	1388.74	1647.51	0	0	0	111150.91	109873.39	999973.39	NA
FS8244	239150.75	358800.35	0	0	847.98	0	0	0	15913.32	385275.48	999987.88	NA
FS8245	228530.8	360994.57	0	0	336.02	0	0	0	17258.32	392439.19	999558.9	NA
FS8246	94682.13	543846.45	11583.33	0	758.94	0	0	0	195869.25	153264.85	1000004.95	NA
FS8247	0	857568.36	32138.88	0	0	0	40018.63	0	70286.19	0	1000012.06	1
FS8248	0	894108.46	0	0	0	0	0	0	105888.17	0	999996.63	1
FS8249	0	943140.91	3568.96	0	6162.12	0	0	0	46925.23	0	999797.22	1
FS8250	98111.67	715632.54	186077.16	0	0	0	0	0	0	0	999821.37	1
FS8251	521637.51	343096.55	0	0	0	0	0	0	135285.61	0	1000019.67	NA
FS8252	253125.13	357215.24	0	0	0	0	0	0	385788.75	3883.12	1000012.24	NA
FS8253	162154.4	386544.08	18490.97	0	4381.34	0	6731.96	0	319656.19	102052.69	1000011.63	NA
FS8254	169991.64	231776.59	0	280.95	13642.43	0	30403.03	0	3605.78	550350.46	1000050.88	NA
FS8255	255922.61	145813.86	0	563.59	9026.33	64494.99	202925.76	0	31457.15	289822.88	1000027.17	NA
FS8256	489621.02	345653.46	4997.16	6742.04	10229.76	13785.93	2807.11	0	82954.71	43228.59	1000019.78	NA
FS8257	415205.28	215998.15	3606.6	0	13442.23	32844.3	91642.33	0	223820.77	3283.61	999843.27	NA
FS8258	46574.42	3985.58	0	0	0	0	439663.58	0	10787.74	499055.03	1000066.35	NA
FS8259	56028.71	361533.98	73439.29	0	0	0	296704.57	0	30017.04	181705.79	999429.38	NA
FS8260	0	780512.66	219577.03	0	0	0	0	0	0	0	1000089.69	2
FS8261	211074.83	784615.46	0	0	4375.5	0	0	0	0	0	1000065.79	1
FS8262	129285.72	615151.26	145.24	0	0	0	182616.48	0	64556.93	8310.94	1000066.57	NA
FS8263	737413.79	89246.8	0	2375.89	0	21213.25	0	0	30914.01	118703.36	999867.1	3
FS8264	758155.34	75228.93	0	0	27519.25	12362.08	0	0	0	126832.13	1000097.73	3
FS8265	497582.54	418040.78	0	3647.48	13030.98	39752.57	0	0	8948.38	19102.92	1000105.65	NA
FS8266	874708.57	8495.94	0	0	3211.79	0	0	0	5292.9	108196.85	999906.05	3
FS8267	775515.3	47659.82	0	0	4084.3	1634.32	0	0	10984.32	160234.5	1000112.56	3
FS8268	93667.88	0	0	0	0	0	0	0	128029.11	778399.77	1000096.76	6
FS8269	232340.77	0	0	0	0	0	56559.35	0	246643.6	464354.12	999897.84	NA
FS8270	640554.03	33822.34	0	0	9127.7	0	45785.88	0	24658.35	246188.5	1000136.8	NA
FS8271	772083.78	16383.17	0	0	27355.61	4691.23	44581.95	0	33316.65	101723.21	1000135.6	3
FS8272	642636.57	185165.4	0	0	10600.72	56934.22	0	0	35165.72	69403.18	999905.81	NA
FS8273	752938.94	1530.58	0	0	18862.42	0	0	0	13783.9	212567.94	999683.78	3
FS8274	776544.97	119600.48	946.07	0	32436.17	0	0	0	0	70409.27	999936.96	3
FS8275	872289.68	36290.41	1872.73	0	44437.35	1802.12	0	0	5928.47	37554.19	1000174.95	3
FS8276	244954.36	40528.3	0	0	2786.03	0	0	0	0	3645.61	291914.3	3
FS8327	4133.8	0	0	0	0	0	0	0	0	4600.15	8733.95	NA
FS8328	693982.89	0	0	6800	0	0	0	0	0	107381.74	808164.63	3
FS8329	854457.19	0	0	0	0	0	0	0	12356.99	133133.24	999947.42	3
FS8330	878904.96	0	0	9378.76	0	0	0	0	22704.1	88728.59	999716.41	3
FS8331	706016.58	0	0	18950.81	0	0	0	0	175989.65	98735.9	999692.94	3
FS8332	850219.95	0	0	605.25	0	0	0	0	1558.88	147538.83	999922.91	3
FS8333	986866.03	484.28	0	5136.12	0	0	0	0	0	7459.85	999946.28	3
FS8334	970496.58	5942.25	0	2136.77	0	0	0	0	1193.94	19977.92	999747.46	3
FS8335	877618.92	0	0	0	0	0	0	0	0	122343.41	999962.33	3
FS8336	930834.75	0	0	0	0	0	0	0	0	69135.19	999969.94	3
FS8337	919560.38	0	0	0	12921.88	0	0	0	22615	44642.27	999739.53	3
FS8338	998046.97	0	0	1916.61	0	0	0	0	0	0	999963.58	3
FS8339	660724.9	26015.34	0	138816.12	14715.64	0	79871.57	0	0	79818.32	999961.89	NA
FS8340	341416.04	162181.57	0	3279.72	0	0	0	0	5990.32	487101.79	999969.44	NA
FS8341	108481.43	878433.87	0	2100.7	0	0	0	0	0	10977.94	999993.94	1
