ExternalCode	Landbouw	Bos	HeideDuin	KLE	OKLE	MoerasWater	GeenKartering	SlikStrandSchor	Suburbaan	Urbaan	Som	Stratum
ES4256	888452.07	757.26	0	0	0	0	0	0	98936.54	12563.35	1000709.22	3
ES4257	837357.15	29997.88	0	0	0	0	0	0	0	133581.9	1000936.93	3
ES4258	948477.11	16022.71	0	0	0	0	0	0	7479.38	28746.1	1000725.3	3
ES4259	666281.31	0	0	0	0	0	0	0	283815.23	50839.68	1000936.22	NA
ES4260	302827.02	44365.03	0	0	9740.43	0	61584.01	0	53377.16	528840.17	1000733.82	NA
ES4261	567418.65	67445.36	0	0	10778.89	437.65	0	0	43514.27	311138.22	1000733.04	NA
ES4262	850518.15	37812.45	0	0	3159.78	6724.16	0	0	13617.84	88904.5	1000736.88	3
ES4263	865002.93	0	0	0	1496.12	0	0	0	30618.74	103837.56	1000955.35	3
ES4264	650395.26	0	0	0	3092.63	4303.85	0	0	21260.4	321704.52	1000756.66	NA
ES4265	768685.23	43380.26	0	0	1284.77	5649.36	0	0	51471.66	130270.05	1000741.33	3
ES4266	310666.61	2222.92	0	0	0	0	0	0	0	687655.76	1000545.29	NA
ES4267	546105.12	0	0	0	4209.48	0	0	0	187463.22	262986.85	1000764.67	NA
ES4268	948405.78	4083.67	0	0	9256.66	7009.93	0	0	19547.99	12464.07	1000768.1	3
ES4269	828771.14	124873.29	0	0	14456.34	0	0	0	11208.78	21473.48	1000783.03	3
ES4270	677441.19	112732	0	0	5728.56	0	0	0	140874.45	63988.33	1000764.53	NA
ES4271	921458.73	0	0	0	1128.49	0	0	0	8137.53	70277.77	1001002.52	3
ES4272	865617.61	0	0	0	6168.57	0	0	0	45297.4	83700.12	1000783.7	3
ES4273	869578.2	0	0	0	0	0	0	0	82313.69	48900.04	1000791.93	3
ES4274	753875.33	0	0	0	0	0	0	0	10043.47	236876.47	1000795.27	3
ES4275	936162.93	0	0	0	0	0	0	0	64639.99	0	1000802.92	3
ES4276	939903.04	0	0	0	0	0	0	0	35609.54	25525.16	1001037.74	3
ES4277	658290.25	6078.49	0	0	844.67	218.39	0	0	0	335391.66	1000823.46	NA
ES4278	934235.1	53.92	0	0	3843.17	0	0	0	2179.8	60514.93	1000826.92	3
ES4279	858136.34	0	0	0	22954.64	291.95	15246.94	0	78354.77	25830.51	1000815.15	3
ES4280	971640.06	0	0	0	0	0	0	0	0	28979.54	1000619.6	3
ES4281	919209.79	0	0	0	0	3548.4	0	0	40795.3	37077.81	1000631.3	3
ES4282	980895.63	813.42	0	0	1251.63	73.69	0	0	256.66	17712.22	1001003.25	3
ES4283	227767.66	0	0	0	0	280.6	0	0	2633.71	12063.1	242745.07	3
ES4319	295926.44	0	0	1577.34	6671.83	0	0	0	0	30584.55	334760.16	3
ES4320	613284.42	2051.47	0	0	1654.04	0	0	0	2382.93	335095.64	954468.5	NA
ES4321	157430.63	4692.83	0	0	0	0	0	0	62743.51	775925.7	1000792.67	6
ES4322	340952.5	13883.93	0	131.61	0	2463.1	0	0	377836.76	265321.43	1000589.33	NA
ES4323	833760.19	45046.12	0	7159.87	3885.61	0	0	0	6129.75	104381.62	1000363.16	3
ES4324	796302.11	65415.81	0	2318.91	9726.7	0	0	0	0	126814.51	1000578.04	3
ES4325	857049.72	13711.21	0	7761.5	11006.31	2130.18	0	0	8864.19	100285.2	1000808.31	3
ES4326	889710.43	16108.86	0	20313.05	5462.76	0	0	0	2831.6	66377.19	1000803.89	3
ES4327	806570.99	8938.19	0	4006.49	12188.09	0	0	0	5844.45	163064.97	1000613.18	3
ES4328	771119.31	38894.89	0	0	2317.94	220.25	0	0	9308.51	178727.93	1000588.83	3
ES4329	803777.67	9356.47	0	10193.89	1582.26	0	0	0	25535.18	150362.4	1000807.87	3
ES4330	810948.65	81746.14	0	8554.55	1654.29	689.19	0	0	30503.01	66723.29	1000819.12	3
ES4331	722521.07	47484.47	0	3452.67	11047.47	0	0	0	46936.84	169169.97	1000612.49	3
ES4332	286431.23	13424.96	0	0	5287.98	8996.19	33454.47	0	47608.8	605401.52	1000605.15	NA
ES4333	258917.57	15676.49	0	0	0	4343.08	73486.44	0	252478.47	395910.71	1000812.76	NA
ES4334	164474.73	58799.53	0	0	0	83617.99	8162.14	0	344757.67	341011.7	1000823.76	NA
ES4335	226847.81	13015.81	0	0	0	1102.45	0	0	178724.5	580930.24	1000620.81	NA
ES4336	607929.45	13945.89	0	0	0	0	0	0	130712.55	248040.7	1000628.59	NA
ES4337	897309.33	0	0	0	0	0	0	0	34710.81	68619.76	1000639.9	3
ES4338	776585.21	25912.19	0	0	7276.33	12508.58	0	0	33662.4	144683.2	1000627.91	3
ES4339	713680.92	2.37	0	0	0	0	0	0	38712.32	248252.38	1000647.99	3
ES4340	796056.64	7875.9	0	0	0	0	0	0	4518.06	192185.33	1000635.93	3
ES4341	766519.63	42951.69	0	0	0	0	0	0	49536.51	141648	1000655.83	3
ES4342	790160.83	3576.88	0	0	0	0	0	0	105326.01	101803.24	1000866.96	3
ES4343	856641	0	0	0	0	0	0	0	0	144229.73	1000870.73	3
ES4344	779152.4	0	0	0	0	0	0	0	0	221495.87	1000648.27	3
ES4345	575144.17	8159.67	0	0	0	0	0	0	0	417363.3	1000667.14	NA
ES4346	874975.96	0	0	0	0	0	0	0	8795.15	116903.63	1000674.74	3
ES4347	350221.91	469069.28	10931.36	0	16851.28	0	0	0	76836.6	76983.47	1000893.9	NA
ES4348	906032.11	13342.42	0	0	7691.06	0	0	0	0	73812.75	1000878.34	3
ES4349	794570.7	20818.44	0	0	0	0	0	0	0	185270.55	1000659.69	3
ES4350	362146.1	108588.1	0	0	0	0	0	0	38294.23	491657.76	1000686.19	NA
ES4351	0	295282.36	337278.58	0	0	0	0	0	199203.05	168715.72	1000479.71	2
ES4352	146258.89	67593.43	31191.75	0	620.57	477.81	0	0	738289.34	16271.14	1000702.93	5
ES4353	534183.77	58169.61	0	0	2785.54	31808.33	42532.63	0	22848.51	308577.27	1000905.66	NA
ES4354	596984.11	12956.6	0	0	0	0	0	0	118093.35	272652.65	1000686.71	NA
ES4355	677381.61	28720.07	0	0	0	15121.54	0	0	91344.45	188135.04	1000702.71	NA
ES4356	815787.79	0	0	0	0	0	0	0	170270.24	14655.82	1000713.85	3
ES4357	722806.05	0	0	0	283.24	0	0	0	246525.79	31091.11	1000706.19	3
ES4358	920205.1	16362	0	0	2484.71	0	0	0	4532.49	57332.93	1000917.23	3
ES4359	812022.33	21358.05	0	0	0	10017.62	0	0	130825.51	26693.77	1000917.28	3
ES4360	513308.31	189019.12	0	0	14986.71	773.15	57303.66	0	86056.92	139270.49	1000718.36	NA
ES4361	398663.58	36028.05	0	0	2212.72	8404.31	0	0	50769.46	504631.31	1000709.43	NA
ES4362	640280.08	25593.9	0	0	6016.31	0	0	0	11009.79	317837.17	1000737.25	NA
ES4363	826892.78	13102.18	0	0	2417.88	0	0	0	13025.35	145296.09	1000734.28	3
ES4364	920570.61	6731.49	0	0	4274.41	1049.01	0	0	8441.96	59661.96	1000729.44	3
ES4365	848903.03	25581.87	0	0	862.78	0	0	0	6605.8	118569.2	1000522.68	3
ES4366	748172.24	0	0	0	1896.54	0	0	0	17614.33	233058.49	1000741.6	3
ES4367	581210.47	0	0	0	438.54	0	0	0	53151.75	366155.65	1000956.41	NA
ES4368	520672.72	310324	0	0	1633.87	0	0	0	9184.91	158933.31	1000748.81	NA
ES4369	475169.93	438495.41	0	0	8618.01	0	0	0	15168.23	63313.77	1000765.35	NA
ES4370	422006.93	123336.26	3569.16	0	12821.61	0	0	0	14379.96	424639.47	1000753.39	NA
ES4371	750037.24	27953.5	0	0	10528.41	0	0	0	0	212264.5	1000783.65	3
ES4372	783328.49	101359.97	0	0	2686.38	0	0	0	24934.08	88475.82	1000784.74	3
ES4373	829503.25	0	0	0	1398.41	0	0	0	76745.82	93132.97	1000780.45	3
ES4374	545379.32	25992.1	0	0	10151.21	0	0	0	9483.12	409778.86	1000784.61	NA
ES4375	894757.27	17616.24	0	0	296.16	0	0	0	0	88126.72	1000796.39	3
ES4376	923738.52	0	0	0	4436.26	0	0	0	14914.87	58136.48	1001226.13	3
ES4377	884331.72	27503.64	16550.84	0	566.07	0	0	0	3206.07	68649.81	1000808.15	3
ES4378	934144.58	7251.89	0	0	0	8497.8	0	0	4668.64	46268.39	1000831.3	3
ES4379	928256.55	0	0	0	12876.29	7135.49	7800.45	0	15457.04	29289.28	1000815.1	3
ES4380	667764.47	32884.09	0	0	4388.64	0	0	0	13633.99	281710.57	1000381.76	NA
ES4381	879546.76	562.49	0	0	0	725.87	0	0	0	119980.58	1000815.7	3
ES4382	562372.13	9300.38	0	0	0	1604.27	0	0	25159.2	38644.54	637080.52	3
ES4418	32.03	0	0	0	0	0	0	0	0	0	32.03	3
ES4419	686326.65	73563.45	0	14513.72	494.76	906.62	0	0	21135.66	95390.88	892331.74	3
ES4420	568714.29	124221.39	0	2708.86	3292.49	0	0	0	79796.66	221836.42	1000570.11	NA
ES4421	639400.57	55003.12	0	861.54	749.6	4000.54	0	0	7151.27	293602.85	1000769.49	NA
ES4422	435558.37	66750.9	0	13239.75	0	3535.73	0	0	106692.19	374793.45	1000570.39	NA
ES4423	364064.93	257909.31	2430.41	22564.27	1693.13	4856.91	0	0	14322.38	332502.42	1000343.76	NA
ES4424	509246.95	274118.47	467.85	656.63	460.25	4409.89	0	0	6462.72	204735.14	1000557.9	NA
ES4425	607631.18	276629.1	9098.01	1405.12	1476.75	32783.77	0	0	19010.41	52961.59	1000995.93	NA
ES4426	868656.14	59677.54	0	2363.04	3846.95	838.57	0	0	9457.13	55726.4	1000565.77	3
ES4427	874107.5	11336.15	0	5568.13	3129.95	0	0	0	16968.99	89466.92	1000577.64	3
ES4428	755643.66	79639.5	0	13043.48	21706.25	703.42	0	0	10757.66	119071.94	1000565.91	3
ES4429	742271.69	25825.89	0	494.9	29893.27	3300.93	0	0	0	199237.31	1001023.99	3
ES4430	864221.87	20638.61	0	21191.48	2310.89	7251.95	2605.23	0	10030.89	72334.66	1000585.58	3
ES4431	852879.81	20947.95	0	18426	4169.64	1402.23	0	0	0	102767.85	1000593.48	3
ES4432	434461.81	134987.72	0	4065.36	0	0	0	0	646.11	426439.8	1000600.8	NA
ES4433	271040.48	98262.96	0	2399.05	214.96	2035.53	551.05	0	8581.52	617934.02	1001019.57	NA
ES4434	253704.52	54937.57	0	6787.53	10589.22	77889.59	63446.3	0	43067.74	490182.1	1000604.57	NA
ES4435	269310.72	53545.49	0	3063.84	4158.98	79300.84	82630.21	0	194734.72	313856.3	1000601.1	NA
ES4436	589796.25	78569.29	0	3866.71	3921.47	58413.78	89997.25	0	119976.71	55864.01	1000405.47	NA
ES4437	698767.13	25039.9	0	1469.73	0	38983.13	6197.6	0	9535.46	220647.61	1000640.56	NA
ES4438	759137.19	102103.43	0	0	13617.58	13460.55	0	0	1143.47	111354.41	1000816.63	3
ES4439	811762.69	7622.84	0	0	0	0	0	0	1636.48	179606.33	1000628.34	3
ES4440	823174.82	49775.61	0	0	8140.87	7987.05	0	0	4045.58	107500.64	1000624.57	3
ES4441	672753.28	11038.18	0	0	1051.54	521.1	0	0	7302.28	307965.67	1000632.05	NA
ES4442	337239.02	1947	0	0	2384.73	0	18105.3	0	94952.33	546218.61	1000846.99	NA
ES4443	534414.07	39559.79	0	0	5493.23	24081.24	1305.45	0	51743.82	344262.19	1000859.79	NA
ES4444	680817.85	45875.35	0	0	1129.51	0	0	0	60710.56	212119.32	1000652.59	NA
ES4445	345392.53	2039.61	0	0	0	0	4310.02	0	1963.05	646958.57	1000663.78	NA
ES4446	767710.46	3784.35	0	0	1134.83	0	0	0	6730.49	221284.49	1000644.62	3
ES4447	879120.28	30129.91	0	0	18423.28	708.97	0	0	49677.01	22842.74	1000902.19	3
ES4448	531525.06	3499.45	0	0	16800.79	0	0	0	11108.23	437952.51	1000886.04	NA
ES4449	306245.5	18083.79	0	0	11260.67	1392.65	0	0	40203.35	623478.39	1000664.35	NA
ES4450	334767.74	60735.69	0	0	9327.54	12991.46	0	0	25021.13	557843.05	1000686.61	NA
ES4451	65534.44	83123.7	5872.11	0	5222.05	2039.02	0	0	68202.58	770263.38	1000257.28	6
ES4452	268650.3	67207.82	0	0	2284.15	24088.93	28952.04	0	233586.85	376132.19	1000902.28	NA
ES4453	429179.64	105136.42	0	0	5642.06	22604.67	38992.67	0	160936.75	238202.74	1000694.95	NA
ES4454	679065.45	58665	0	0	13896.24	18382.36	0	0	57586.43	173318.93	1000914.41	NA
ES4455	489863.43	40297.17	0	0	12064.09	6288.97	0	0	36843.18	415349.57	1000706.41	NA
ES4456	772960.44	0	0	0	411.6	0	0	0	3307.86	224034.24	1000714.14	3
ES4457	485607.38	54321.12	0	0	832.46	0	0	0	43062.45	416890.96	1000714.37	NA
ES4458	809849.02	105483.1	0	0	15254	0	0	0	7126.68	63205.11	1000917.91	3
ES4459	409080.81	269886.29	0	0	9783.18	20867.05	0	0	17768.29	273325.11	1000710.73	NA
ES4460	311223.94	284649.37	0	0	78.86	197.98	63834.97	0	115330.51	225425.76	1000741.39	NA
ES4461	211460.79	35257.67	0	0	3081.69	0	0	0	35305.11	715843.73	1000948.99	6
ES4462	693486.84	47386.67	0	0	20145.17	0	0	0	71287.45	168436.05	1000742.18	NA
ES4463	874701.09	560.87	0	0	25695.84	0	0	0	15524.08	84260.09	1000741.97	3
ES4464	926466.02	0	0	0	19608.16	0	0	0	13249.02	41418.4	1000741.6	3
ES4465	972252.53	0	0	0	535.45	0	0	0	0	27539.76	1000327.74	3
ES4466	948070.95	0	0	0	9578.72	0	0	0	659.64	42679.06	1000988.37	3
ES4467	796739.32	16337.33	0	0	15752.85	0	0	0	31015.18	140936.49	1000781.17	3
ES4468	720731.74	240740.89	0	0	24643.76	5950.71	0	0	0	8709.15	1000776.25	3
ES4469	282483.73	677058.85	8768.28	0	17359.47	0	0	0	8479.72	6623.29	1000773.34	NA
ES4470	393482.45	75220.6	0	0	14789.93	1933.13	0	0	71750.51	443815.67	1000992.29	NA
ES4471	533309.82	17881.14	0	0	0	761.54	0	0	31447.74	417387.86	1000788.1	NA
ES4472	889020	2798.51	0	0	2552.06	439.93	0	0	3096.92	102889.22	1000796.64	3
ES4473	822288.83	15390.14	0	0	1358.78	0	0	0	67609.2	94145.7	1000792.65	3
ES4474	816004.63	82450.36	0	0	17846.22	0	0	0	23149.17	61338.06	1000788.44	3
ES4475	818516.62	20071.86	0	0	13924.01	0	0	0	26631.01	121664.25	1000807.75	3
ES4476	935078.28	4198.59	0	0	7934.16	0	0	0	5164.4	48656	1001031.43	3
ES4477	947018.93	0	0	0	570.06	0	0	0	0	53234.9	1000823.89	3
ES4478	829556.27	13591.44	0	0	5292.05	7571.27	0	0	42440.06	102384.39	1000835.48	3
ES4479	976991.63	0	0	0	0	16031.95	0	0	0	7589.33	1000612.91	3
ES4480	930790.33	0	0	0	0	6807.55	0	0	17734.92	45303.45	1000636.25	3
ES4481	905293.75	0	0	0	0	11446.15	0	0	2728.5	81390.17	1000858.57	3
ES4482	190958.86	0	0	0	0	0	0	0	268.47	22594.19	213821.52	3
ES4519	131326.23	50335.65	0	0	0	0	0	0	22535.01	12765.14	216962.03	NA
ES4520	123274.1	138967.76	0	2698.51	0	0	0	0	0	57001.82	321942.19	NA
ES4521	581546.89	206944.42	0	11252.01	3310.84	2872.35	0	0	11950.84	51045.11	868922.46	NA
ES4522	272936.93	69295.23	0	0	804.67	1469.9	0	0	529762.21	126106.7	1000375.64	NA
ES4523	342946.16	513290.63	16509.51	9037.3	1200.77	1861.73	0	0	32021.64	83722.22	1000589.96	NA
ES4524	532292.34	236279.65	0	0	6349.76	5027.32	0	0	11857.81	208997.99	1000804.87	NA
ES4525	862483.18	84982.88	0	0	5208.01	1611.55	0	0	4001.98	42529.11	1000816.71	3
ES4526	917748.36	7101.31	0	985.42	9464.12	0	0	0	0	65287.38	1000586.59	3
ES4527	859031.45	0	0	3882.93	5046.19	0	0	0	3655.97	128989.56	1000606.1	3
ES4528	925018.15	20502.78	0	14936.22	6112.52	0	0	0	3855.83	30387.12	1000812.62	3
ES4529	734371.61	37551.68	0	734.61	6685.02	1272.94	0	0	0	220205.13	1000820.99	3
ES4530	846522.85	65287.28	0	12044.76	6528.92	3129.94	2402.27	0	0	64702.29	1000618.31	3
ES4531	772420.28	110903.2	0	28790.86	3313.21	1966.29	0	0	63956.67	19271.45	1000621.96	3
ES4532	727949.56	44985.94	0	22452.4	2443.03	512.89	0	0	10579.52	191908.94	1000832.28	3
ES4533	673473.2	186727.81	0	1169.77	7717.51	1374.35	0	0	32161.41	98201.58	1000825.63	NA
ES4534	396110.53	329599.49	0	4254.98	4299.55	1248.79	0	0	117337.1	147762.96	1000613.4	NA
ES4535	731195.18	12113.18	0	0	0	0	0	0	4566.78	252746.35	1000621.49	3
ES4536	689954.31	6916.91	0	0	2828.73	19945.16	0	0	61629.68	219147.18	1000421.97	NA
ES4537	650494.89	0	0	0	1826.86	24512.44	75906.36	0	120628.91	127256.21	1000625.67	NA
ES4538	770531.24	11617.05	0	0	712.09	1278.29	0	0	17684.1	199013.18	1000835.95	3
ES4539	440772.26	12542.66	0	0	1866.82	0	0	0	26611.11	518844.13	1000636.98	NA
ES4540	476326.92	36195.99	0	0	637.51	343.49	1476.94	0	34446.62	451228.97	1000656.44	NA
ES4541	665118.84	18087.95	0	0	6109.47	0	0	0	70879.71	240671.73	1000867.7	NA
ES4542	334373.68	25123.84	0	0	20975.04	0	51375.35	0	472874.08	95930.25	1000652.24	NA
ES4543	855790.01	31984	0	0	5821.63	456.25	51833.9	0	653.65	54292.98	1000832.42	3
ES4544	760093.93	21040.72	0	0	2404.38	3513.2	67010.69	0	42594.96	103986.51	1000644.39	3
ES4545	379446.59	106630.92	0	0	12510.7	42126.49	7027.88	0	121521.34	331384.58	1000648.5	NA
ES4546	574893.18	8893.08	0	0	4204.68	147733.77	0	0	37167	227967.93	1000859.64	NA
ES4547	565445.17	42637.33	0	0	6550.55	808.58	0	0	142610.26	242608.07	1000659.96	NA
ES4548	430717.52	49623.8	0	0	1571.11	0	0	0	51843.98	467099.13	1000855.54	NA
ES4549	142691.14	52621.96	0	0	1292.17	0	0	0	85290.74	718780.58	1000676.59	6
ES4550	566286.36	33430.4	0	0	2480.63	0	0	0	39646.33	358621.41	1000465.13	NA
ES4551	470459.06	95469.21	0	0	4707.17	25097.52	0	0	130538.95	274208.72	1000480.63	NA
ES4552	548329.31	45018.06	0	0	1153.93	1503.26	26328	0	6416.58	372157.49	1000906.63	NA
ES4553	835853.54	42596.13	0	0	3973.7	0	41129.68	0	34681.45	42425.01	1000659.51	3
ES4554	458346.97	36890.79	0	0	30743.88	73973.79	70477.68	0	29965.95	300488.14	1000887.2	NA
ES4555	260442.65	35409.53	0	0	3168.08	369.26	0	0	80173.54	621129.02	1000692.08	NA
ES4556	602143.31	1717.16	0	0	639.46	329.37	0	0	0	395857.77	1000687.07	NA
ES4557	697013.97	57582.73	0	0	10732.85	37841.12	0	0	35074.67	162446.54	1000691.88	NA
ES4558	418608.47	517844.22	0	0	14480.29	35400.61	0	0	6436.11	7918.73	1000688.43	NA
ES4559	449864.1	169180.38	0	0	7033.09	46318.16	26833.85	0	26018.03	275682.64	1000930.25	NA
ES4560	484849.84	100366.91	0	0	6367.05	0	47398.1	0	85725.66	276015	1000722.56	NA
ES4561	787622.26	6721.49	0	0	20968.69	0	0	0	2639.25	182982.35	1000934.04	3
ES4562	895337.42	34603.52	0	0	20270.36	0	0	0	9104.54	41410.72	1000726.56	3
ES4563	788828.17	113.81	0	0	19605.11	0	0	0	1085.37	191086.12	1000718.58	3
ES4564	769836.68	5170.76	0	0	8403.53	119.48	0	0	13617.36	203386.74	1000534.55	3
ES4565	766742.06	3891.86	0	0	3053.6	3981.55	0	0	26617.97	196240.11	1000527.15	3
ES4566	757202.26	13257.51	0	0	15266.19	2974.33	0	0	15546.59	196491.3	1000738.18	3
ES4567	906267.58	8807.38	0	0	8986.06	0	0	0	0	76677.3	1000738.32	3
ES4568	940971.31	0	0	0	3012	4821.64	0	0	0	52159.64	1000964.59	3
ES4569	454716.79	477828.27	35272.5	0	17515.77	0	0	0	0	15432.26	1000765.59	NA
ES4570	616994.55	239971.2	8920.84	0	6308.9	1272.84	0	0	19037.92	108471.02	1000977.27	NA
ES4571	881755.91	0	0	0	1496.84	0	0	0	18218.98	99325.17	1000796.9	3
ES4572	889892.46	1941.25	0	0	907.7	0	0	0	4759.31	103288.4	1000789.12	3
ES4573	845215.75	2375.52	0	0	2925.32	0	0	0	57729.28	92535.13	1000781	3
ES4574	928862.31	3715.57	0	0	2951.88	0	0	0	24571.85	40707.25	1000808.86	3
ES4575	911676.81	0	0	0	20086	0	0	0	2002.37	67047.27	1000812.45	3
ES4576	849380.77	0	0	0	3828.86	0	0	0	7446.73	140147.84	1000804.2	3
ES4577	999710.54	0	0	0	0	0	0	0	0	1109.33	1000819.87	3
ES4578	828668.59	5994.95	0	0	0	2269.62	0	0	0	163894.32	1000827.48	3
ES4579	985089.58	0	0	0	0	15258.08	0	0	0	38.6	1000386.26	3
ES4580	944615.15	0	0	0	0	0	0	0	12408.3	43816.85	1000840.3	3
ES4581	977681.14	1100.38	0	0	2860.79	0	0	0	0	19220.09	1000862.4	3
ES4582	288214.72	0	0	0	0	2581	0	0	0	4246.14	295041.86	3
ES4621	108730.02	29758.97	0	5665.47	0	0	0	0	0	13144.46	157298.92	NA
ES4622	357446.7	4271.32	0	3025.07	2858.77	2037.64	0	0	206929.77	95605.66	672174.93	NA
ES4623	682083.01	215152.36	0	3651.27	3924.32	0	0	0	0	95759.83	1000570.79	NA
ES4624	370304.77	398757.96	0	0	11596.07	3653.17	0	0	150029.95	66651.76	1000993.68	NA
ES4625	677427.82	163721.58	0	9901.63	3118.89	1318.59	0	0	15820.92	129281.17	1000590.6	NA
ES4626	918955.4	21434.51	0	8399.77	4366.33	4086.73	0	0	5364.75	37964.1	1000571.59	3
ES4627	924226.43	16074.07	0	0	3544.9	0	0	0	783.16	55930.8	1000559.36	3
ES4628	881278.03	23509.74	0	0	12140.73	13519.21	0	0	7274.04	63278.96	1001000.71	3
ES4629	784990.99	55767.4	0	905.84	2382.49	1524.96	0	0	0	155007.4	1000579.08	3
ES4630	877623.68	37409.05	0	19571.21	8841.28	0	270.9	0	0	56877.03	1000593.15	3
ES4631	795952.35	26414.12	0	1789.3	5616.34	2425.3	0	0	996.37	167424	1000617.78	3
ES4632	678927.68	20116.77	0	15256.98	6738.51	0	0	0	3612.94	276366.63	1001019.51	NA
ES4633	803717	12619.06	0	5710.19	1525.34	3106.39	0	0	19087.74	154837.33	1000603.05	3
ES4634	838460.5	11769.35	0	2683.79	3064.19	0	0	0	43209.43	101446.4	1000633.66	3
ES4635	827073.73	0	0	4530.55	5304.17	0	0	0	30892.03	132626.03	1000426.51	3
ES4636	715116.67	36879.1	0	0	3401.58	0	0	0	30484	214763.54	1000644.89	3
ES4637	695579.78	93442.91	0	0	22293.39	63355.45	81081.1	0	0	45065.28	1000817.91	NA
ES4638	543548.88	8218.44	0	0	4695.9	0	0	0	15235.31	428938.34	1000636.87	NA
ES4639	625930.97	19144.41	0	2523.52	3767.7	15211.86	225.47	0	35777.92	298055.74	1000637.59	NA
ES4640	721070.23	41256.27	0	0	1359.88	4001.75	20300.7	0	26528.99	186135.53	1000653.35	3
ES4641	366322.69	80169.43	0	0	13832.21	0	306349.83	0	74924.91	159268.85	1000867.92	NA
ES4642	372356.42	30270.39	0	1844.83	0	6224.02	11576.98	0	59311.69	519295.4	1000879.73	NA
ES4643	462464.94	17014.44	0	1281.27	14398.58	170.91	29789.57	0	58567.44	416965.97	1000653.12	NA
ES4644	643356.72	156850.52	0	0	812.96	51164.89	7092.95	0	47832.75	93565.76	1000676.55	NA
ES4645	721934.62	42854.48	93.84	0	13183.95	45264.6	64694.38	0	69969.11	42677.32	1000672.3	3
ES4646	598946.16	14942.15	0	0	2408.2	7909.61	0	0	73880.97	302792.72	1000879.81	NA
ES4647	345024.65	5330.52	0	0	13367.89	11198.3	0	0	486704.81	139250.6	1000876.77	NA
ES4648	468210.63	6244.05	0	0	21102.47	70734.98	0	0	40594.27	393782.51	1000668.91	NA
ES4649	452078.88	31342.35	0	0	27600.7	6248.08	0	0	26006	457411.86	1000687.87	NA
ES4650	619608.49	110935.5	0	0	22978.23	776.95	9495.93	0	60036.37	176422.33	1000253.8	NA
ES4651	357330.6	141672.05	0	0	21368.02	0	0	0	109654.61	370666.62	1000691.9	NA
ES4652	280594.15	205634.08	0	0	12652.63	20306.38	0	0	140112.97	341622.45	1000922.66	NA
ES4653	390554.27	88074.91	0	0	896.24	1588.35	17888.26	0	137314.23	364386.66	1000702.92	NA
ES4654	554453.21	3753.28	0	0	6110.54	5334.08	56842.86	0	3696.34	370739.91	1000930.22	NA
ES4655	321391.56	92475.66	0	0	11101.97	13005.78	28242.73	0	79742.47	454762.3	1000722.47	NA
ES4656	424175.87	85210.37	0	0	15710.45	12199.79	58020.15	0	113591.05	291811.27	1000718.95	NA
ES4657	418955.19	33278.23	0	0	11210.64	79194.47	50908.76	0	41390.33	365782.1	1000719.72	NA
ES4658	414796.35	115305.97	0	0	10040.31	1918.28	49296.89	0	75102.72	334258.27	1000718.79	NA
ES4659	349447.37	131150.47	0	0	13139.59	5157.14	136909.66	27681.97	136288.9	201170.64	1000945.74	NA
ES4660	578463.56	7811.71	2277.88	0	1535.21	0	20503.44	871.98	268301.5	120972.54	1000737.82	NA
ES4661	699297.36	0	3695.53	0	3874.72	0	0	0	6147.06	287723.88	1000738.55	NA
ES4662	848866.48	15687.61	0	0	16469.39	0	0	0	5306.65	114627.64	1000957.77	3
ES4663	508252.63	44955.01	0	0	5048.85	961.53	0	0	7226.68	434286.44	1000731.14	NA
ES4664	620825.37	36406.73	0	0	5490.8	28.14	0	0	4088.88	333488.32	1000328.24	NA
ES4665	855166.89	30540.97	0	0	9928.85	5715.06	0	0	0	99395.12	1000746.89	3
ES4666	930674.54	4342.01	0	0	5271.36	0	0	0	0	60485.94	1000773.85	3
ES4667	826305.79	57114.66	0	0	13541.85	8389.93	0	0	9682.66	85742.46	1000777.35	3
ES4668	928989.23	916.88	0	0	1249.09	0	0	0	0	69817.63	1000972.83	3
ES4669	584995.45	319089.76	11797.64	0	10040.09	0	0	0	3074.91	71771.83	1000769.68	NA
ES4670	851284.19	61732.33	0	0	8669.86	0	0	0	8419.36	70671.95	1000777.69	3
ES4671	841131.23	30709.4	0	0	832.87	0	0	0	2158.02	125954.23	1000785.75	3
ES4672	923078.34	6803.51	0	0	0	1974.79	0	0	26966.09	42177.63	1001000.36	3
ES4673	891759.49	0	0	0	0	0	0	0	74301.13	34717.12	1000777.74	3
ES4674	912433.95	0	0	0	2475.87	0	0	0	12111.14	73767.94	1000788.9	3
ES4675	888276.01	17292.36	0	0	0	0	0	0	8740.47	86480.68	1000789.52	3
ES4676	867115.98	432.12	0	0	2336.79	0	0	0	31989.35	98919.24	1000793.48	3
ES4677	928940.37	4391.85	0	0	0	0	0	0	6567.87	60905.6	1000805.69	3
ES4678	944102.85	0	0	0	0	0	0	0	0	56487.64	1000590.49	3
ES4679	968352.8	0	0	0	0	19564.21	0	0	0	12680.42	1000597.43	3
ES4680	937970.56	0	0	0	0	0	0	0	38023.34	24822.55	1000816.45	3
ES4681	871703.41	0	0	0	0	0	0	0	10263.89	13970.22	895937.52	3
ES4682	46558.98	0	0	0	0	0	0	0	0	1956.65	48515.63	3
ES4722	28618.97	0	0	0	0	0	0	0	2892.59	11763.3	43274.86	NA
