"location_id","regio","hok","status","gereserveerd","jaar","laatste_bezoek","recall"
5615,"Likona","FS7858","actief",0,"2020","2011-06-28",NULL
5614,"Likona","FS7950","actief",0,NULL,NULL,NULL
5320,"Likona","FS8035","actief",1,"2020","2011-07-01","2021"
5612,"Likona","FS8051","actief",0,NULL,NULL,NULL
5957,"Likona","FS8072","actief",0,"2020","2011-06-08",NULL
5176,"Likona","FS8127","actief",1,"2019","2010-07-09","2021"
5455,"Likona","FS8142","actief",0,"2021","2012-06-30",NULL
5793,"Likona","FS8160","actief",0,"2020","2011-06-26",NULL
5175,"Likona","FS8227","actief",1,"2019","2010-07-09","2021"
5319,"Likona","FS8236","actief",1,"2020","2011-07-01","2021"
5451,"Likona","FS8242","actief",0,"2021","2012-06-30",NULL
5449,"Likona","FS8248","actief",0,"2021",NULL,NULL
5448,"Likona","FS8249","actief",0,NULL,NULL,NULL
5611,"Likona","FS8250","actief",0,"2021","2012-06-08",NULL
5792,"Likona","FS8260","actief",0,"2020","2011-06-26",NULL
5791,"Likona","FS8261","actief",0,"2020","2011-06-26",NULL
5790,"Likona","FS8266","actief",0,NULL,NULL,NULL
5447,"Likona","FS8341","actief",0,"2021","2012-06-30",NULL
5445,"Likona","FS8347","actief",0,"2020",NULL,NULL
5610,"Likona","FS8350","actief",0,"2020","2014-05-05",NULL
5789,"Likona","FS8360","actief",0,"2020","2011-06-26",NULL
5443,"Likona","FS8443","actief",1,"2019",NULL,"2021"
5442,"Likona","FS8444","actief",1,"2019","2019-07-06",NULL
5441,"Likona","FS8445","actief",1,"2019","2019-07-06",NULL
5440,"Likona","FS8446","actief",1,"2021","2018-06-30",NULL
5439,"Likona","FS8447","actief",1,"2020","2017-07-02","2021"
5438,"Likona","FS8448","actief",1,"2020","2017-07-02","2021"
5437,"Likona","FS8449","actief",1,"2021","2018-03-26",NULL
5608,"Likona","FS8450","actief",0,"2019","2013-06-03",NULL
5605,"Likona","FS8454","actief",1,"2021","2021-07-11",NULL
5788,"Likona","FS8462","actief",0,"2020","2009-06-27",NULL
5956,"Likona","FS8473","actief",0,"2020","2011-06-08",NULL
5436,"Likona","FS8543","actief",0,"2019","2007-04-12",NULL
5435,"Likona","FS8544","actief",0,"2019","2007-07-10",NULL
5434,"Likona","FS8548","actief",0,"2021",NULL,NULL
5433,"Likona","FS8549","actief",1,"2020","2021-04-05",NULL
5603,"Likona","FS8552","actief",0,"2021",NULL,NULL
5787,"Likona","FS8562","actief",0,"2020",NULL,NULL
5786,"Likona","FS8564","actief",0,"2019","2007-06-17",NULL
5432,"Likona","FS8644","actief",0,"2019","2007-07-10",NULL
5431,"Likona","FS8645","actief",0,"2019","2007-07-10",NULL
5601,"Likona","FS8653","actief",0,"2020","2011-06-02",NULL
5600,"Likona","FS8655","actief",0,"2020","2011-06-02",NULL
5955,"Likona","FS8671","actief",0,NULL,NULL,NULL
5599,"Likona","FS8753","actief",1,"2021","2021-07-10",NULL
5598,"Likona","FS8754","actief",0,"2020","2011-06-02",NULL
5597,"Likona","FS8755","actief",0,NULL,NULL,NULL
5954,"Likona","FS8773","actief",0,NULL,NULL,NULL
5593,"Likona","FS8856","actief",0,"2021","2009-07-07",NULL
5592,"Likona","FS8857","actief",0,"2021","2009-07-07",NULL
5591,"Likona","FS8859","actief",0,"2021","2009-07-07",NULL
5953,"Likona","FS8872","actief",0,"2020","2011-06-08",NULL
5318,"Likona","FS8931","actief",1,"2019","2010-07-09","2021"
5594,"Likona","FS8955","actief",0,"2021",NULL,NULL
5785,"Likona","FS9061","actief",0,NULL,NULL,NULL
5952,"Likona","FS9172","actief",0,NULL,NULL,NULL
5174,"Likona","FS9225","actief",0,"2019",NULL,NULL
5951,"Likona","FS9273","actief",0,NULL,NULL,NULL
5781,"Likona","FS9368","actief",0,NULL,NULL,NULL
5780,"Likona","FS9464","actief",0,NULL,NULL,NULL
5776,"Likona","FS9764","actief",0,NULL,NULL,NULL
5775,"Likona","FS9765","actief",0,NULL,NULL,NULL
5772,"Likona","FS9969","actief",0,NULL,NULL,NULL
5949,"Likona","FS9970","actief",0,NULL,NULL,NULL
5173,"Likona","GS0023","actief",0,"2021","2018-07-06",NULL
5172,"Likona","GS0124","actief",1,"2019",NULL,"2021"
5171,"Likona","GS0127","actief",1,"2021","2012-06-27",NULL
5170,"Likona","GS0322","actief",0,NULL,NULL,NULL
5168,"Likona","GS0327","actief",1,"2019",NULL,"2021"
5169,"Likona","GS0425","actief",1,"2019",NULL,"2021"
6342,"Likona","GS0523","actief",0,"2019",NULL,NULL
6343,"Likona","GS0525","actief",0,"2019",NULL,NULL
5457,"Maasvallei","FS8046","actief",0,"2020",NULL,NULL
5456,"Maasvallei","FS8049","actief",0,"2021",NULL,NULL
5613,"Maasvallei","FS8050","actief",1,"2019","2019-07-14",NULL
5454,"Maasvallei","FS8144","actief",0,"2019","2007-07-15",NULL
5453,"Maasvallei","FS8145","actief",0,"2019","2007-07-15",NULL
5452,"Maasvallei","FS8149","actief",0,"2021",NULL,NULL
5450,"Maasvallei","FS8247","actief",0,"2020",NULL,NULL
5446,"Maasvallei","FS8346","actief",0,"2020",NULL,NULL
5444,"Maasvallei","FS8349","actief",1,"2020","2020-06-28",NULL
5609,"Maasvallei","FS8351","actief",0,"2020","2011-03-29",NULL
5607,"Maasvallei","FS8451","actief",0,"2020","2011-03-29",NULL
5606,"Maasvallei","FS8452","actief",0,"2019","2010-07-09",NULL
5604,"Maasvallei","FS8551","actief",0,"2021","2009-06-15",NULL
5602,"Maasvallei","FS8651","actief",0,"2021","2009-06-13",NULL
5596,"Maasvallei","FS8852","actief",0,"2021",NULL,NULL
5430,"Maasvallei","FS8945","actief",0,"2021",NULL,NULL
5429,"Maasvallei","FS9147","actief",0,"2019","2012-06-04",NULL
5784,"Maasvallei","FS9163","actief",0,"2020",NULL,NULL
5783,"Maasvallei","FS9165","actief",0,"2019",NULL,NULL
5782,"Maasvallei","FS9263","actief",0,"2021",NULL,NULL
5590,"Maasvallei","FS9356","actief",0,"2019","2010-05-02",NULL
5589,"Maasvallei","FS9358","actief",0,"2020","2008-07-13",NULL
5588,"Maasvallei","FS9459","actief",0,"2021",NULL,NULL
5779,"Maasvallei","FS9469","actief",1,"2020","2014-05-31","2021"
5778,"Maasvallei","FS9564","actief",0,"2020",NULL,NULL
5777,"Maasvallei","FS9566","actief",0,"2019","2007-06-22",NULL
5950,"Maasvallei","FS9772","actief",1,"2019","2013-06-30","2021"
5774,"Maasvallei","FS9868","actief",0,"2021",NULL,NULL
5773,"Maasvallei","FS9869","actief",1,"2021","2009-07-14",NULL
5562,"Mandelstreke","ES0044","actief",0,"2021","2009-07-13",NULL
5561,"Mandelstreke","ES0242","actief",1,"2021","2021-06-07",NULL
5560,"Mandelstreke","ES0344","actief",0,"2021","2009-07-13",NULL
5559,"Mandelstreke","ES0540","actief",0,"2021",NULL,NULL
5555,"Mandelstreke","ES0842","actief",0,"2021",NULL,NULL
5554,"Mandelstreke","ES0846","actief",1,"2021","2021-06-18",NULL
5553,"Mandelstreke","ES1341","actief",0,NULL,NULL,NULL
5552,"Mandelstreke","ES1541","actief",0,NULL,NULL,NULL
5550,"Mandelstreke","ES1741","actief",0,NULL,NULL,NULL
6283,"Markvallei","FS1599","actief",0,"2021","2015-05-15",NULL
6282,"Markvallei","FS1699","actief",0,"2019","2010-07-07",NULL
6176,"Markvallei","FS1989","actief",0,"2019",NULL,NULL
6281,"Markvallei","FS1994","actief",1,"2019","2019-06-25",NULL
6280,"Markvallei","FS2099","actief",0,"2021","2012-07-12",NULL
6279,"Markvallei","FS2196","actief",0,"2019","2013-07-10",NULL
6278,"Markvallei","FS2198","actief",0,"2020","2008-07-05",NULL
6172,"Markvallei","FS2288","actief",1,"2019","2019-06-24",NULL
6277,"Markvallei","FS2290","actief",1,"2020","2020-06-21","2021"
6276,"Markvallei","FS2392","actief",1,"2021","2021-04-19",NULL
6275,"Markvallei","FS2496","actief",1,"2019","2019-06-23",NULL
6273,"Markvallei","FS2898","actief",1,"2020","2020-04-14","2021"
6336,"Markvallei","FT1500","actief",0,"2020","2014-07-02",NULL
6334,"Markvallei","FT1900","actief",0,"2019","2014-05-30",NULL
6335,"Markvallei","FT1904","actief",0,"2020","2014-04-13",NULL
6333,"Markvallei","FT2002","actief",0,"2021","2012-07-04",NULL
6332,"Markvallei","FT2502","actief",1,"2020","2020-04-20",NULL
6331,"Markvallei","FT2506","actief",1,"2021","2021-06-01",NULL
5843,"Meanderland","FS3860","actief",1,"2019","2013-07-14","2021"
5842,"Meanderland","FS3862","actief",1,"2021","2015-07-11",NULL
6005,"Meanderland","FS4677","actief",0,"2021","2012-07-02",NULL
6158,"Meanderland","FS4780","actief",0,"2021","2009-07-12",NULL
6156,"Meanderland","FS4987","actief",1,"2020","2020-07-04",NULL
6155,"Meanderland","FS5080","actief",0,NULL,NULL,NULL
6154,"Meanderland","FS5081","actief",0,NULL,NULL,NULL
6004,"Meanderland","FS5175","actief",1,"2020","2017-06-22","2021"
6003,"Meanderland","FS5177","actief",0,"2020",NULL,NULL
6153,"Meanderland","FS5181","actief",1,"2021",NULL,NULL
6152,"Meanderland","FS5185","actief",0,"2021",NULL,NULL
6151,"Meanderland","FS5284","actief",1,"2020","2017-07-15","2021"
6150,"Meanderland","FS5286","actief",0,"2020","2011-06-09",NULL
6149,"Meanderland","FS5287","actief",0,NULL,NULL,NULL
6002,"Meanderland","FS5377","actief",1,"2021","2018-06-05",NULL
6001,"Meanderland","FS5378","actief",1,"2019","2019-06-13",NULL
6148,"Meanderland","FS5380","actief",1,"2019",NULL,"2021"
6147,"Meanderland","FS5382","actief",0,"2021","2018-07-01",NULL
6146,"Meanderland","FS5383","actief",0,"2021","2018-07-01",NULL
6145,"Meanderland","FS5388","actief",0,"2021",NULL,NULL
6000,"Meanderland","FS5474","actief",1,"2020","2017-06-18","2021"
5999,"Meanderland","FS5477","actief",1,"2021","2018-06-05",NULL
5998,"Meanderland","FS5478","actief",1,"2020","2020-06-04",NULL
6144,"Meanderland","FS5483","actief",0,"2021","2018-07-01",NULL
5836,"Meanderland","FS5569","actief",0,"2021","2018-07-15",NULL
5996,"Meanderland","FS5574","actief",1,"2019","2013-06-18","2021"
6143,"Meanderland","FS5585","actief",0,"2020","2011-06-09",NULL
5994,"Meanderland","FS5672","actief",1,"2019","2019-06-27",NULL
6142,"Meanderland","FS5684","actief",0,"2021",NULL,NULL
6141,"Meanderland","FS5685","actief",0,NULL,NULL,NULL
6140,"Meanderland","FS5686","actief",0,"2021",NULL,NULL
5684,"Mechels Rivierengebied","ES9658","actief",1,"2019","2007-06-22","2021"
5683,"Mechels Rivierengebied","ES9757","actief",1,"2019","2007-06-21","2021"
5682,"Mechels Rivierengebied","ES9758","actief",1,"2019","2007-06-20","2021"
5681,"Mechels Rivierengebied","ES9857","actief",1,"2020","2008-06-03","2021"
5680,"Mechels Rivierengebied","FS0157","actief",1,"2019","2019-06-23",NULL
5679,"Mechels Rivierengebied","FS0158","actief",1,"2020","2020-06-19",NULL
5677,"Mechels Rivierengebied","FS0454","actief",0,"2021","2018-07-13",NULL
5507,"Mechels Rivierengebied","FS0946","actief",0,"2020","2008-07-15",NULL
5506,"Mechels Rivierengebied","FS1048","actief",0,"2019","2007-06-11",NULL
5505,"Mechels Rivierengebied","FS1244","actief",1,"2019","2019-07-14",NULL
5676,"Mechels Rivierengebied","FS1257","actief",0,NULL,NULL,NULL
5504,"Mechels Rivierengebied","FS1448","actief",0,"2019",NULL,NULL
5675,"Mechels Rivierengebied","FS1550","actief",0,"2019",NULL,NULL
6246,"Mergus","ES0381","actief",1,"2020","2021-06-02","2021"
6116,"Mergus","ES0477","actief",1,"2021","2021-07-09",NULL
6115,"Mergus","ES0574","actief",1,"2019","2019-06-28",NULL
5917,"Mergus","ES0667","actief",1,"2021","2021-04-18",NULL
6114,"Mergus","ES0771","actief",1,"2020","2020-06-28",NULL
5915,"Mergus","ES0867","actief",1,"2019","2019-06-22",NULL
6113,"Mergus","ES0872","actief",1,"2021","2021-06-13",NULL
6111,"Mergus","ES0876","actief",1,"2020","2020-07-06",NULL
5916,"Mergus","ES0962","actief",1,"2020","2020-07-13",NULL
6112,"Mergus","ES0972","actief",1,"2021","2021-06-20",NULL
6245,"Mergus","ES0980","actief",1,"2021","2021-03-20",NULL
6244,"Mergus","ES1082","actief",0,"2019","2019-06-23",NULL
6110,"Mergus","ES1174","actief",1,"2020","2021-07-11","2021"
5914,"Mergus","ES1465","actief",1,"2019","2019-07-14",NULL
6109,"Mergus","ES1472","actief",1,"2021","2021-06-27",NULL
6108,"Mergus","ES1474","actief",1,"2021","2021-07-10",NULL
6243,"Mergus","ES1485","actief",1,"2019","2019-06-30",NULL
6107,"Mergus","ES1573","actief",1,"2020","2020-06-28",NULL
6106,"Mergus","ES1575","actief",1,"2020","2020-06-14",NULL
6105,"Mergus","ES1578","actief",1,"2021","2021-06-12",NULL
6104,"Mergus","ES1671","actief",1,"2021","2018-06-30",NULL
6103,"Mergus","ES1672","actief",1,"2019","2019-06-17",NULL
6102,"Mergus","ES1673","actief",1,"2019","2019-06-09",NULL
6242,"Mergus","ES1786","actief",0,"2019","2010-07-13",NULL
6100,"Mergus","ES1879","actief",1,"2020","2020-07-12",NULL
6241,"Mergus","ES1886","actief",1,"2021","2021-06-13",NULL
6101,"Mergus","ES1973","actief",1,"2019","2019-06-25",NULL
5912,"Mergus","ES2268","actief",1,"2019","2019-07-15",NULL
6240,"Mergus","ES2287","actief",1,"2019","2019-06-03",NULL
6324,"Mergus","ES2390","actief",1,"2019","2019-06-03",NULL
6239,"Mergus","ES2482","actief",1,"2021","2021-06-14",NULL
5911,"Mergus","ES2568","actief",1,"2020","2020-07-12",NULL
6238,"Mergus","ES2585","actief",1,"2019","2019-06-14",NULL
6099,"Mergus","ES2678","actief",1,"2021","2018-07-04",NULL
5910,"Mergus","ES2766","actief",1,"2020","2020-06-21",NULL
5909,"Mergus","ES2868","actief",1,"2021","2021-07-11",NULL
5935,"Middenkust","DS8464","actief",1,"2019","2019-07-10",NULL
5934,"Middenkust","DS8569","actief",1,"2019","2019-07-09",NULL
5933,"Middenkust","DS8862","actief",1,"2021","2021-06-27",NULL
5932,"Middenkust","DS8863","actief",1,"2020","2020-07-12",NULL
5931,"Middenkust","DS8865","actief",1,"2019","2019-06-12",NULL
5930,"Middenkust","DS9063","actief",1,"2021","2021-06-30",NULL
5929,"Middenkust","DS9064","actief",1,"2020","2020-06-11",NULL
5928,"Middenkust","DS9367","actief",1,"2020","2020-07-03",NULL
5927,"Middenkust","DS9460","actief",1,"2021","2021-07-09",NULL
5926,"Middenkust","DS9461","actief",1,"2020","2020-07-07",NULL
5925,"Middenkust","DS9463","actief",1,"2021","2021-07-11",NULL
6125,"Middenkust","DS9471","actief",1,"2019","2019-06-11",NULL
5924,"Middenkust","DS9562","actief",1,"2019","2019-07-06",NULL
5923,"Middenkust","DS9565","actief",1,"2020","2020-07-03",NULL
5922,"Middenkust","DS9665","actief",1,"2019","2019-06-11",NULL
6124,"Middenkust","DS9677","actief",1,"2020","2020-06-17",NULL
5921,"Middenkust","DS9768","actief",1,"2021","2021-05-30",NULL
6121,"Middenkust","DS9878","actief",1,"2021","2021-06-30",NULL
6123,"Middenkust","DS9976","actief",1,"2020","2020-06-10",NULL
6122,"Middenkust","DS9977","actief",1,"2019","2019-07-02",NULL
6120,"Middenkust","ES0079","actief",1,"2019","2019-07-09",NULL
6119,"Middenkust","ES0277","actief",1,"2020","2020-06-24",NULL
6247,"Middenkust","ES0280","actief",1,"2021","2021-07-08",NULL
6118,"Middenkust","ES0374","actief",1,"2021","2021-07-08",NULL
6117,"Middenkust","ES0473","actief",1,"2019","2019-07-02",NULL
5851,"Nete & Aa","FS2066","actief",1,"2019","2016-07-15","2021"
6032,"Nete & Aa","FS2072","actief",1,"2019","2020-04-13",NULL
5850,"Nete & Aa","FS2268","actief",1,"2019","2016-06-12","2021"
6174,"Nete & Aa","FS2280","actief",1,"2019","2019-06-02",NULL
6173,"Nete & Aa","FS2281","actief",1,"2021","2021-06-01",NULL
6171,"Nete & Aa","FS2381","actief",1,"2020","2020-06-02",NULL
6030,"Nete & Aa","FS2477","actief",1,"2019","2019-07-14",NULL
5848,"Nete & Aa","FS2569","actief",1,"2019","2016-06-05","2021"
6029,"Nete & Aa","FS2778","actief",1,"2019","2019-06-01",NULL
6028,"Nete & Aa","FS2870","actief",1,"2021","2021-06-19",NULL
6027,"Nete & Aa","FS2873","actief",1,"2019","2019-07-09","2021"
6026,"Nete & Aa","FS2879","actief",1,"2020","2020-06-01",NULL
6169,"Nete & Aa","FS2883","actief",1,"2021","2021-06-02",NULL
6025,"Nete & Aa","FS3174","actief",1,"2019","2019-06-17",NULL
6024,"Nete & Aa","FS3275","actief",1,"2019","2019-06-28",NULL
6316,"Noorderkempen","ES9795","actief",1,"2020","2020-06-20",NULL
6312,"Noorderkempen","ES9894","actief",1,"2021","2021-06-12",NULL
6311,"Noorderkempen","ES9895","actief",1,"2021","2021-06-13",NULL
6315,"Noorderkempen","ES9992","actief",1,"2020",NULL,"2021"
6313,"Noorderkempen","ES9993","actief",1,"2019","2019-06-28",NULL
6340,"Noorderkempen","ET9700","actief",1,"2019","2013-06-19","2021"
6339,"Noorderkempen","ET9902","actief",1,"2021","2015-06-16",NULL
6310,"Noorderkempen","FS0092","actief",1,"2021","2015-06-03",NULL
6309,"Noorderkempen","FS0093","actief",1,"2019","2019-06-23",NULL
6308,"Noorderkempen","FS0094","actief",1,"2019","2016-03-24","2021"
6307,"Noorderkempen","FS0096","actief",1,"2020","2017-07-07","2021"
6306,"Noorderkempen","FS0196","actief",1,"2019","2019-06-22",NULL
6305,"Noorderkempen","FS0291","actief",1,"2020","2017-05-26","2021"
6304,"Noorderkempen","FS0391","actief",1,"2020","2017-07-01","2021"
6303,"Noorderkempen","FS0399","actief",1,"2019",NULL,"2021"
6302,"Noorderkempen","FS0490","actief",1,"2021","2017-05-30","2021"
6301,"Noorderkempen","FS0499","actief",1,"2020","2017-07-09","2021"
6300,"Noorderkempen","FS0694","actief",0,"2021","2018-06-06",NULL
6299,"Noorderkempen","FS0695","actief",1,"2020","2020-06-28",NULL
6297,"Noorderkempen","FS0795","actief",1,"2020","2020-06-28",NULL
6294,"Noorderkempen","FS0998","actief",1,"2020","2008-06-08","2021"
6287,"Noorderkempen","FS1397","actief",1,"2021","2012-06-10",NULL
6286,"Noorderkempen","FS1495","actief",1,"2019",NULL,"2021"
6285,"Noorderkempen","FS1596","actief",1,"2019","2013-06-12","2021"
6284,"Noorderkempen","FS1597","actief",1,"2019","2011-06-11","2021"
6338,"Noorderkempen","FT0300","actief",1,"2020",NULL,"2021"
6337,"Noorderkempen","FT0304","actief",1,"2019","2007-06-03","2021"
5995,"Noord Limburg","FS5579","actief",0,"2019","2016-04-15",NULL
5992,"Noord Limburg","FS5676","actief",1,"2020","2020-07-11",NULL
5991,"Noord Limburg","FS5777","actief",0,"2020","2009-03-31",NULL
5989,"Noord Limburg","FS5877","actief",0,"2020","2009-04-23",NULL
5988,"Noord Limburg","FS5879","actief",1,"2019","2016-07-09","2021"
5990,"Noord Limburg","FS5974","actief",1,"2021","2021-06-27",NULL
6139,"Noord Limburg","FS6080","actief",1,"2019","2016-07-09","2021"
6138,"Noord Limburg","FS6081","actief",1,"2020","2017-07-11","2021"
5825,"Noord Limburg","FS6165","actief",0,NULL,NULL,NULL
5987,"Noord Limburg","FS6171","actief",1,"2019","2019-06-21",NULL
5986,"Noord Limburg","FS6178","actief",1,"2021","2021-06-25",NULL
5985,"Noord Limburg","FS6271","actief",0,"2019","2007-06-22",NULL
5984,"Noord Limburg","FS6272","actief",0,"2019","2007-06-19",NULL
5982,"Noord Limburg","FS6370","actief",0,"2019","2010-06-17",NULL
5981,"Noord Limburg","FS6371","actief",0,"2019","2007-06-22",NULL
5980,"Noord Limburg","FS6372","actief",0,"2019","2007-06-19",NULL
5979,"Noord Limburg","FS6373","actief",0,"2019","2007-06-19",NULL
5978,"Noord Limburg","FS6374","actief",1,"2020","2020-06-20",NULL
5976,"Noord Limburg","FS6376","actief",1,"2019","2021-05-16","2021"
5975,"Noord Limburg","FS6470","actief",0,"2019","2010-06-17",NULL
5974,"Noord Limburg","FS6471","actief",0,"2020","2008-06-01",NULL
5973,"Noord Limburg","FS6472","actief",0,"2019","2010-06-04",NULL
5972,"Noord Limburg","FS6474","actief",0,"2019",NULL,NULL
5971,"Noord Limburg","FS6475","actief",1,"2019","2016-07-06","2021"
5970,"Noord Limburg","FS6478","actief",1,"2020","2017-07-13","2021"
6137,"Noord Limburg","FS6482","actief",1,"2020","2020-07-02",NULL
6136,"Noord Limburg","FS6483","actief",1,"2020","2020-05-07",NULL
5802,"Noord Limburg","FS6569","actief",0,"2019",NULL,NULL
5969,"Noord Limburg","FS6571","actief",0,"2019","2010-06-13",NULL
5968,"Noord Limburg","FS6572","actief",0,"2019","2010-06-13",NULL
5967,"Noord Limburg","FS6672","actief",0,"2019","2010-06-13",NULL
5966,"Noord Limburg","FS6677","actief",0,"2020","2014-03-09",NULL
5965,"Noord Limburg","FS6679","actief",1,"2019","2019-06-22",NULL
5964,"Noord Limburg","FS6779","actief",1,"2019","2019-06-22",NULL
6135,"Noord Limburg","FS6780","actief",1,"2021","2021-06-27",NULL
6134,"Noord Limburg","FS6781","actief",1,"2021","2021-06-27",NULL
6133,"Noord Limburg","FS6880","actief",1,"2019","2019-07-08",NULL
6132,"Noord Limburg","FS6881","actief",1,"2019","2019-07-08",NULL
6131,"Noord Limburg","FS6882","actief",1,"2020","2020-06-26",NULL
5963,"Noord Limburg","FS6976","actief",1,"2019","2014-03-09","2021"
5799,"Noord Limburg","FS7062","actief",0,"2021","2009-05-30",NULL
5798,"Noord Limburg","FS7065","actief",0,"2021","2009-05-30",NULL
5797,"Noord Limburg","FS7161","actief",0,"2021","2009-05-30",NULL
5628,"Noord Limburg","FS7359","actief",0,"2019",NULL,NULL
5796,"Noord Limburg","FS7363","actief",0,"2019",NULL,NULL
5962,"Noord Limburg","FS7375","actief",1,"2019","2019-06-04",NULL
6130,"Noord Limburg","FS7384","actief",0,"2021",NULL,NULL
6129,"Noord Limburg","FS7484","actief",0,"2021",NULL,NULL
5623,"Noord Limburg","FS7559","actief",0,"2019",NULL,NULL
6128,"Noord Limburg","FS7584","actief",1,"2019",NULL,"2021"
6127,"Noord Limburg","FS7585","actief",0,"2019",NULL,NULL
5619,"Noord Limburg","FS7659","actief",0,"2019",NULL,NULL
5795,"Noord Limburg","FS7663","actief",0,"2019",NULL,NULL
6126,"Noord Limburg","FS7684","actief",0,"2019","2007-06-18",NULL
5794,"Noord Limburg","FS7761","actief",0,"2019",NULL,NULL
5723,"Noord-Oost-Vlaanderen","ES2759","actief",1,"2020","2020-06-03",NULL
6098,"Noord-Oost-Vlaanderen","ES2771","actief",0,"2021","2015-07-14",NULL
6097,"Noord-Oost-Vlaanderen","ES2875","actief",0,"2021","2015-06-08",NULL
6096,"Noord-Oost-Vlaanderen","ES2879","actief",0,"2019","2015-06-08",NULL
5908,"Noord-Oost-Vlaanderen","ES3161","actief",1,"2019","2019-04-02","2021"
5907,"Noord-Oost-Vlaanderen","ES3261","actief",1,"2019","2019-07-09",NULL
5906,"Noord-Oost-Vlaanderen","ES3266","actief",1,"2019","2019-06-22",NULL
5905,"Noord-Oost-Vlaanderen","ES3268","actief",1,"2020","2020-06-10",NULL
5721,"Noord-Oost-Vlaanderen","ES3358","actief",1,"2020","2020-06-16",NULL
5720,"Noord-Oost-Vlaanderen","ES3359","actief",1,"2021","2021-05-12",NULL
5904,"Noord-Oost-Vlaanderen","ES3361","actief",1,"2021","2021-05-17",NULL
6095,"Noord-Oost-Vlaanderen","ES3374","actief",1,"2021","2021-07-08",NULL
5719,"Noord-Oost-Vlaanderen","ES3456","actief",1,"2021","2021-05-28",NULL
5903,"Noord-Oost-Vlaanderen","ES3468","actief",1,"2021","2021-06-06",NULL
6094,"Noord-Oost-Vlaanderen","ES3470","actief",1,"2021","2021-07-03",NULL
5718,"Noord-Oost-Vlaanderen","ES3557","actief",1,"2021","2021-06-16",NULL
5717,"Noord-Oost-Vlaanderen","ES3558","actief",1,"2021","2021-06-16",NULL
5902,"Noord-Oost-Vlaanderen","ES3566","actief",1,"2019","2019-06-08",NULL
5901,"Noord-Oost-Vlaanderen","ES3664","actief",1,"2021","2018-07-05",NULL
5900,"Noord-Oost-Vlaanderen","ES3666","actief",1,"2020","2020-07-09",NULL
6093,"Noord-Oost-Vlaanderen","ES3678","actief",1,"2019","2019-07-06",NULL
5716,"Noord-Oost-Vlaanderen","ES3754","actief",1,"2020","2020-06-29",NULL
5715,"Noord-Oost-Vlaanderen","ES3759","actief",1,"2020","2020-06-12",NULL
5712,"Noord-Oost-Vlaanderen","ES3855","actief",1,"2020","2020-07-07",NULL
5899,"Noord-Oost-Vlaanderen","ES3866","actief",1,"2019","2019-07-13",NULL
5713,"Noord-Oost-Vlaanderen","ES3953","actief",1,"2020","2020-06-25",NULL
5711,"Noord-Oost-Vlaanderen","ES3959","actief",1,"2020","2020-06-07",NULL
5898,"Noord-Oost-Vlaanderen","ES3968","actief",1,"2020",NULL,"2021"
6092,"Noord-Oost-Vlaanderen","ES3977","actief",1,"2021","2021-07-05",NULL
6237,"Noord-Oost-Vlaanderen","ES3982","actief",1,"2021","2021-06-27",NULL
6091,"Noord-Oost-Vlaanderen","ES4079","actief",1,"2020","2020-06-25",NULL
6236,"Noord-Oost-Vlaanderen","ES4081","actief",1,"2020","2020-06-23",NULL
5710,"Noord-Oost-Vlaanderen","ES4157","actief",1,"2019","2019-05-26",NULL
5708,"Noord-Oost-Vlaanderen","ES4256","actief",1,"2021","2021-06-19",NULL
6090,"Noord-Oost-Vlaanderen","ES4273","actief",1,"2020","2020-06-14",NULL
6089,"Noord-Oost-Vlaanderen","ES4275","actief",1,"2019","2019-06-02",NULL
6235,"Noord-Oost-Vlaanderen","ES4482","actief",1,"2019","2019-07-07",NULL
5897,"Noord-Oost-Vlaanderen","ES4563","actief",1,"2019","2019-07-14",NULL
6088,"Noord-Oost-Vlaanderen","ES4578","actief",1,"2021","2021-06-08",NULL
6234,"Noord-Oost-Vlaanderen","ES4581","actief",1,"2020","2020-06-21",NULL
5896,"Noord-Oost-Vlaanderen","ES4665","actief",1,"2020","2020-07-15",NULL
6087,"Noord-Oost-Vlaanderen","ES4674","niet actief",0,NULL,"2009-04-15",NULL
6086,"Noord-Oost-Vlaanderen","ES4676","actief",1,"2019","2019-07-15",NULL
6085,"Noord-Oost-Vlaanderen","ES4776","actief",1,"2021","2021-07-04",NULL
6083,"Noord-Oost-Vlaanderen","ES4872","actief",1,"2019","2019-06-30",NULL
5895,"Noord-Oost-Vlaanderen","ES4966","actief",1,"2020","2020-07-15",NULL
5894,"Noord-Oost-Vlaanderen","ES4967","actief",1,"2021","2018-06-30",NULL
6084,"Noord-Oost-Vlaanderen","ES4971","actief",1,"2021","2021-05-30",NULL
6082,"Noord-Oost-Vlaanderen","ES4972","actief",1,"2020","2020-07-12",NULL
6081,"Noord-Oost-Vlaanderen","ES4975","actief",1,"2020","2020-06-14",NULL
6233,"Noord-Oost-Vlaanderen","ES5180","actief",1,"2021","2021-04-15",NULL
6080,"Noord-Oost-Vlaanderen","ES5271","actief",1,"2021","2021-07-07",NULL
6079,"Noord-Oost-Vlaanderen","ES5375","actief",1,"2020","2015-06-04",NULL
6078,"Noord-Oost-Vlaanderen","ES5479","actief",1,"2019","2018-07-13",NULL
6077,"Noord-Oost-Vlaanderen","ES6073","actief",1,"2019","2019-07-12",NULL
